# 新课抢先学_2. 邮件营销（上）

language=zh
language_probability=1.000
model=tiny

[00:00:00.000 - 00:00:07.150] 大家好
[00:42:13.340 - 00:42:15.340] 在那個位置的原因
[00:42:15.340 - 00:42:16.340] 是因為他們
[00:42:16.340 - 00:42:17.340] 希望你
[00:42:17.340 - 00:42:18.340] 在那裡
[00:42:18.340 - 00:42:20.340] 等電梯到的
[00:42:20.340 - 00:42:22.340] 到的那個內樓
[00:42:22.340 - 00:42:24.340] 的時候
[00:42:24.340 - 00:42:26.340] 會屬於這個品牌
[00:42:26.340 - 00:42:27.340] 所以這個也是
[00:42:27.340 - 00:42:28.340] 有件
[00:42:28.340 - 00:42:29.340] 可以幫我們
[00:42:29.340 - 00:42:30.340] 到的一部分的
[00:42:30.340 - 00:42:31.340] 一部分
[00:42:31.340 - 00:42:32.340] 好處
[00:42:32.340 - 00:42:34.340] 另外一個點是
[00:42:34.340 - 00:42:35.340] 其實
[00:42:35.340 - 00:42:36.340] 用戶
[00:42:36.340 - 00:42:37.340] 他們不僅是
[00:42:37.340 - 00:42:38.340] 說所有的
[00:42:38.340 - 00:42:39.340] 有戶
[00:42:39.340 - 00:42:41.340] 對所有的信息都很感興趣
[00:42:41.340 - 00:42:42.340] 有一些
[00:42:42.340 - 00:42:43.340] 用戶
[00:42:43.340 - 00:42:44.340] 他們是有一個
[00:42:44.340 - 00:42:45.340] 出顧的問題
[00:42:45.340 - 00:42:46.340] 他們不知道
[00:42:46.340 - 00:42:47.340] 租集的
[00:42:47.340 - 00:42:48.340] 你直接放在
[00:42:48.340 - 00:42:49.340] 什麼
[00:42:49.340 - 00:42:50.340] 通過內容
[00:42:50.340 - 00:42:51.340] 分享
[00:42:51.340 - 00:42:52.340] 告訴他們
[00:42:52.340 - 00:42:53.340] 這個產品
[00:42:53.340 - 00:42:54.340] 要怎麼利用
[00:42:54.340 - 00:42:55.340] 但是
[00:42:55.340 - 00:42:56.340] 你
[00:42:56.340 - 00:42:57.340] 等於
[00:42:57.340 - 00:42:58.340] 發一份
[00:42:58.340 - 00:42:59.340] 又見的話
[00:42:59.340 - 00:43:00.340] 很難發
[00:43:00.340 - 00:43:01.340] 給很多的客戶
[00:43:01.340 - 00:43:03.340] 所以你就可以利用
[00:43:03.340 - 00:43:04.340] 有件一消
[00:43:04.340 - 00:43:05.340] 把一份
[00:43:05.340 - 00:43:06.340] 有件發給很多的客戶
[00:43:06.340 - 00:43:07.340] 同時有些客戶
[00:43:07.340 - 00:43:08.340] 他們是有一個問題
[00:43:08.340 - 00:43:10.340] 他們在找一些這件發案
[00:43:10.340 - 00:43:11.340] 他們不是說
[00:43:11.340 - 00:43:12.340] 想要了解
[00:43:12.340 - 00:43:13.340] 什麼情況
[00:43:13.340 - 00:43:14.340] 他們真的是有一個
[00:43:14.340 - 00:43:15.340] 實際的問題
[00:43:15.340 - 00:43:16.340] 然後你就可以
[00:43:16.340 - 00:43:18.340] 給他們介紹
[00:43:18.340 - 00:43:19.340] 你公司的記者
[00:43:19.340 - 00:43:20.340] 他們是
[00:43:20.340 - 00:43:21.340] 你唱品等等
[00:43:21.340 - 00:43:23.340] 他們也
[00:43:23.340 - 00:43:24.340] 可能是
[00:43:24.340 - 00:43:25.340] 差不多中美圈子
[00:43:25.340 - 00:43:26.340] 你
[00:43:26.340 - 00:43:27.340] 但是他們
[00:43:27.340 - 00:43:28.340] 還有一些
[00:43:28.340 - 00:43:29.340] 因為
[00:43:29.340 - 00:43:30.340] 可能不知道
[00:43:30.340 - 00:43:31.340] 你
[00:43:31.340 - 00:43:33.340] 你受貨的服務是什麼
[00:43:33.340 - 00:43:34.340] 還有
[00:43:34.340 - 00:43:35.340] 你的
[00:43:35.340 - 00:43:36.340] 支持什麼
[00:43:36.340 - 00:43:38.340] 你的客服是多好
[00:43:38.340 - 00:43:39.340] 等等
[00:43:39.340 - 00:43:40.340] 然後你的
[00:43:40.340 - 00:43:41.340] 比如說
[00:43:41.340 - 00:43:42.340] 你的物流
[00:43:42.340 - 00:43:43.340] 是需要多創時間
[00:43:43.340 - 00:43:44.340] 等等
[00:43:44.340 - 00:43:45.340] 這些都他們
[00:43:45.340 - 00:43:46.340] 可能有一些
[00:43:46.340 - 00:43:47.340] 方面的意味
[00:43:47.340 - 00:43:48.340] 那你就可以
[00:43:48.340 - 00:43:49.340] 在你的
[00:43:49.340 - 00:43:51.340] 有件裡面可以按照
[00:43:51.340 - 00:43:52.340] 你在你的
[00:43:52.340 - 00:43:53.340] CNM系統
[00:43:53.340 - 00:43:54.340] 能看到的一些信息
[00:43:54.340 - 00:43:55.340] 不是能看到
[00:43:55.340 - 00:43:56.340] 這些客戶是老客戶
[00:43:56.340 - 00:43:57.340] 還是信客戶
[00:43:57.340 - 00:43:58.340] 你就可以
[00:43:58.340 - 00:43:59.340] 拼兩個
[00:43:59.340 - 00:44:02.340] 他們發這些信息
[00:44:02.340 - 00:44:03.340] 然後按照
[00:44:03.340 - 00:44:04.340] 他們對你
[00:44:04.340 - 00:44:06.340] 屬性的程度
[00:44:06.340 - 00:44:07.340] 給他們發
[00:44:07.340 - 00:44:08.340] 不從的內容
[00:44:09.340 - 00:44:10.340] 還有這件
[00:44:10.340 - 00:44:11.340] 消息是
[00:44:11.340 - 00:44:12.340] 還有其他方面的
[00:44:12.340 - 00:44:13.340] 特點
[00:44:13.340 - 00:44:14.340] 第一個點是
[00:44:14.340 - 00:44:15.340] 你可以
[00:44:15.340 - 00:44:17.340] 看書開始
[00:44:17.340 - 00:44:19.340] 開始做有建議消息
[00:44:19.340 - 00:44:20.340] 不要
[00:44:20.340 - 00:44:21.340] 有什麼大的
[00:44:21.340 - 00:44:22.340] 優算
[00:44:22.340 - 00:44:23.340] 另外一個點是
[00:44:23.340 - 00:44:25.340] 你就可以按照
[00:44:25.340 - 00:44:26.340] 你在
[00:44:26.340 - 00:44:27.340] CNM後台
[00:44:27.340 - 00:44:29.340] 看到的一些信息
[00:44:29.340 - 00:44:30.340] 把這些信息
[00:44:30.340 - 00:44:31.340] 轉到你的
[00:44:31.340 - 00:44:33.340] 有建議消息的工具
[00:44:33.340 - 00:44:34.340] 就可以把你
[00:44:34.340 - 00:44:36.340] 客戶翻成不同的族
[00:44:36.340 - 00:44:37.340] 然後就
[00:44:37.340 - 00:44:38.340] 針對不同的族
[00:44:38.340 - 00:44:40.340] 法不同的內容
[00:44:40.340 - 00:44:41.340] 這個是在你
[00:44:41.340 - 00:44:43.340] 有建議消息的工具裡面
[00:44:43.340 - 00:44:44.340] 可以隨時
[00:44:44.340 - 00:44:45.340] 設計
[00:44:45.340 - 00:44:46.340] 整理的
[00:44:47.340 - 00:44:48.340] 所以
[00:44:48.340 - 00:44:49.340] 這個是
[00:44:49.340 - 00:44:50.340] 因為你可以給客戶
[00:44:50.340 - 00:44:51.340] 放在那種
[00:44:51.340 - 00:44:52.340] 同時
[00:44:52.340 - 00:44:54.340] 用戶還是不管
[00:44:54.340 - 00:44:55.340] 他們在哪一個地方
[00:44:55.340 - 00:44:56.340] 他們都會
[00:44:56.340 - 00:44:57.340] 隨時看
[00:44:57.340 - 00:44:58.340] 他們的油香
[00:44:58.340 - 00:44:59.340] 所以
[00:44:59.340 - 00:45:00.340] 就可以出現在
[00:45:00.340 - 00:45:02.340] 他們平時看的一個位置
[00:45:02.340 - 00:45:04.340] 另外一個點是
[00:45:04.340 - 00:45:06.340] 你不需要有太多的
[00:45:06.340 - 00:45:07.340] 優算
[00:45:07.340 - 00:45:08.340] 就可以出現在
[00:45:08.340 - 00:45:10.340] 用戶平時看的一個位置
[00:45:10.340 - 00:45:12.340] 還是頂著要的一個點
[00:45:12.340 - 00:45:14.340] 所以這個是
[00:45:14.340 - 00:45:15.340] 有建議消息的
[00:45:15.340 - 00:45:16.340] 一部分特點
[00:45:16.340 - 00:45:18.340] 當然還有其他的
[00:45:18.340 - 00:45:19.340] 比如說
[00:45:19.340 - 00:45:20.340] 這個去到的成本
[00:45:20.340 - 00:45:21.340] 必須很低
[00:45:21.340 - 00:45:22.340] 真的很低
[00:45:22.340 - 00:45:23.340] 很低
[00:45:23.340 - 00:45:24.340] 我們看一些
[00:45:24.340 - 00:45:26.340] 有建議消息的工具
[00:45:26.340 - 00:45:27.340] 還是非常便宜的
[00:45:27.340 - 00:45:29.340] 甚至是免費的
[00:45:29.340 - 00:45:30.340] 但是
[00:45:30.340 - 00:45:31.340] 效率高
[00:45:31.340 - 00:45:32.340] 為什麼效率高
[00:45:32.340 - 00:45:34.340] 和RRI高
[00:45:34.340 - 00:45:36.340] 其實是在所有的
[00:45:36.340 - 00:45:37.340] 還會有效
[00:45:37.340 - 00:45:38.340] 去到
[00:45:38.340 - 00:45:39.340] 算是
[00:45:39.340 - 00:45:40.340] 其中
[00:45:40.340 - 00:45:41.340] 一個比較高的
[00:45:41.340 - 00:45:43.340] 其中一個去到
[00:45:43.340 - 00:45:44.340] 這個是因為
[00:45:44.340 - 00:45:45.340] 我剛才也說了
[00:45:45.340 - 00:45:46.340] 你可以把你
[00:45:46.340 - 00:45:47.340] 客戶分證
[00:45:47.340 - 00:45:48.340] 不同的組
[00:45:48.340 - 00:45:49.340] 然後按照
[00:45:49.340 - 00:45:50.340] 他們
[00:45:50.340 - 00:45:51.340] 他們的
[00:45:51.340 - 00:45:52.340] 不同的組
[00:45:52.340 - 00:45:53.340] 就可以
[00:45:53.340 - 00:45:55.340] 他們發不同方面的內容
[00:45:55.340 - 00:45:56.340] 所以你可以
[00:45:56.340 - 00:45:57.340] 給老公
[00:45:57.340 - 00:45:58.340] 發
[00:45:58.340 - 00:45:59.340] 一種有件
[00:45:59.340 - 00:46:00.340] 給新歌
[00:46:00.340 - 00:46:01.340] 我發一份有件
[00:46:01.340 - 00:46:02.340] 給
[00:46:02.340 - 00:46:03.340] 有錢利的口發
[00:46:03.340 - 00:46:04.340] 一份有件
[00:46:04.340 - 00:46:05.340] 你就大概知道
[00:46:05.340 - 00:46:06.340] 他們
[00:46:06.340 - 00:46:08.340] 可能有哪一些
[00:46:08.340 - 00:46:09.340] 方面的意問
[00:46:09.340 - 00:46:10.340] 如果他們是
[00:46:10.340 - 00:46:11.340] 有錢利的口
[00:46:11.340 - 00:46:13.340] 為什麼他們還沒有購買
[00:46:13.340 - 00:46:14.340] 有可能是因為
[00:46:14.340 - 00:46:15.340] 他們有一些方面
[00:46:15.340 - 00:46:16.340] 可能還不需要這邊了解
[00:46:16.340 - 00:46:17.340] 然後就可以
[00:46:17.340 - 00:46:18.340] 介紹你公司
[00:46:18.340 - 00:46:19.340] 介紹你唱片
[00:46:19.340 - 00:46:22.870] 等等
[00:46:22.870 - 00:46:23.870] 另外一個點
[00:46:23.870 - 00:46:24.870] 你可以控制的
[00:46:24.870 - 00:46:27.870] 部分還是挺多的
[00:46:27.870 - 00:46:29.870] 因為你在這個工具裡面
[00:46:29.870 - 00:46:30.870] 你可以
[00:46:30.870 - 00:46:32.870] 你想要怎麼設計
[00:46:32.870 - 00:46:34.870] 你的有件都可以
[00:46:34.870 - 00:46:35.870] 你想要放什麼
[00:46:35.870 - 00:46:36.870] 圖片什麼
[00:46:36.870 - 00:46:38.870] 放什麼信息
[00:46:38.870 - 00:46:39.870] 你隨時都可以消改
[00:46:39.870 - 00:46:41.870] 當然是發送之前
[00:46:41.870 - 00:46:42.870] 發送之後
[00:46:42.870 - 00:46:43.870] 你不能消改
[00:46:43.870 - 00:46:46.540] 另外一個點
[00:46:46.540 - 00:46:47.540] 是因為這些
[00:46:47.540 - 00:46:48.540] 用戶
[00:46:48.540 - 00:46:50.540] 他們管住了你的有件以銷
[00:46:50.540 - 00:46:51.540] 所以就等於是
[00:46:51.540 - 00:46:52.540] 他們成為了離為
[00:46:52.540 - 00:46:54.540] 新公眾號的一些
[00:46:54.540 - 00:46:55.540] 分師
[00:46:55.540 - 00:46:56.540] 說明他們對你
[00:46:56.540 - 00:46:58.540] 還是比較感興趣
[00:46:58.540 - 00:46:59.540] 他們在會願意
[00:46:59.540 - 00:47:00.540] 收到
[00:47:00.540 - 00:47:02.540] 來著你的一些更新
[00:47:02.540 - 00:47:03.540] 同時你
[00:47:03.540 - 00:47:05.540] 一發一發一份
[00:47:05.540 - 00:47:06.540] 又建議後
[00:47:06.540 - 00:47:08.540] 因為在這個工具
[00:47:08.540 - 00:47:09.540] 這些工具的後台
[00:47:09.540 - 00:47:11.540] 你隨時都可以看到
[00:47:11.540 - 00:47:12.540] 這一份有件的
[00:47:12.540 - 00:47:13.540] 觸體的效果
[00:47:13.540 - 00:47:14.540] 你可以看到
[00:47:14.540 - 00:47:15.540] 有多少人
[00:47:15.540 - 00:47:16.540] 點擊打開
[00:47:16.540 - 00:47:17.540] 有多少人
[00:47:17.540 - 00:47:18.540] 忽略了你的
[00:47:18.540 - 00:47:19.540] 有件的
[00:47:19.540 - 00:47:20.540] 你就可以翻照
[00:47:20.540 - 00:47:21.540] 這一方面的
[00:47:21.540 - 00:47:22.540] 失去你可以
[00:47:22.540 - 00:47:23.540] 碰到你做得
[00:47:23.540 - 00:47:24.540] 多麼好
[00:47:24.540 - 00:47:25.540] 有哪些方面需要改善
[00:47:25.540 - 00:47:26.540] 我們剛才適到了
[00:47:26.540 - 00:47:28.540] 沒有很多時間
[00:47:28.540 - 00:47:30.540] 有件以銷的一些特點
[00:47:30.540 - 00:47:31.540] 還有
[00:47:31.540 - 00:47:32.540] 越建以銷的好處
[00:47:32.540 - 00:47:33.540] 有關係
[00:47:33.540 - 00:47:35.540] 對你平排的好處
[00:47:35.540 - 00:47:38.540] 但是我們現在是需要了解
[00:47:38.540 - 00:47:39.540] 我們
[00:47:39.540 - 00:47:40.540] 為什麼
[00:47:40.540 - 00:47:41.540] 要做有件影銷
[00:47:41.540 - 00:47:43.540] 有件影銷的
[00:47:43.540 - 00:47:45.540] 其他的一些方面的
[00:47:45.540 - 00:47:46.540] 本主菜哪裡
[00:47:46.540 - 00:47:47.540] 有件影銷是
[00:47:47.540 - 00:47:48.540] 怎麼可以
[00:47:48.540 - 00:47:49.540] 寫著我們做跟
[00:47:49.540 - 00:47:50.540] 全面的更有銷的
[00:47:50.540 - 00:47:52.540] 還玩影銷
[00:47:52.540 - 00:47:53.540] 同時
[00:47:53.540 - 00:47:54.540] 我們怎麼要開始做
[00:47:54.540 - 00:47:55.540] 有件影銷
[00:47:55.540 - 00:47:56.540] 我們怎麼租色
[00:47:56.540 - 00:47:58.540] 我們需要用的工具
[00:47:58.540 - 00:47:59.540] 怎麼設計
[00:47:59.540 - 00:48:01.540] 我們要發送的內容
[00:48:01.540 - 00:48:04.540] 就是我們需要一起學習的內容
[00:48:05.540 - 00:48:07.540] 感謝大家
[00:48:08.540 - 00:48:09.540] 我們來到這一節
[00:48:09.540 - 00:48:10.540] 各的第五個部分
[00:48:10.540 - 00:48:14.680] 我們將全習的內容是跟
[00:48:14.680 - 00:48:16.680] 還是跟以為正義銷
[00:48:16.680 - 00:48:17.680] 有關係
[00:48:17.680 - 00:48:18.680] 我們需要學習
[00:48:18.680 - 00:48:21.680] 為什麼我們要做有件影銷
[00:48:21.680 - 00:48:22.680] 到底是
[00:48:22.680 - 00:48:24.680] 能給我們帶來什麼方面的
[00:48:24.680 - 00:48:26.680] 綁住和支持
[00:48:26.680 - 00:48:27.680] 尤其是如果我們想要做
[00:48:27.680 - 00:48:29.680] 跟全面的
[00:48:29.680 - 00:48:30.680] 還玩影銷
[00:48:30.680 - 00:48:31.680] 推廣的話
[00:48:31.680 - 00:48:34.680] 我們為什麼要做有件影銷
[00:48:34.680 - 00:48:35.680] 所以很多
[00:48:35.680 - 00:48:38.680] 都會做有件影銷
[00:48:38.680 - 00:48:43.250] 所以很多B2B企業
[00:48:43.250 - 00:48:45.250] 做海外影銷
[00:48:45.250 - 00:48:48.250] 也是會做有件影銷
[00:48:48.250 - 00:48:49.250] 就是值得也是說
[00:48:49.250 - 00:48:51.250] 有件影銷也是他們做
[00:48:51.250 - 00:48:52.250] 海外影銷的
[00:48:52.250 - 00:48:53.250] 其中一個區道
[00:48:53.250 - 00:48:56.250] 他們為什麼要做
[00:48:56.250 - 00:48:57.250] 他們覺得這個區道
[00:48:57.250 - 00:48:58.250] 對他們來說
[00:48:58.250 - 00:48:59.250] 還是有本助
[00:48:59.250 - 00:49:01.250] 還是有好處
[00:49:01.250 - 00:49:02.250] 最大的好處
[00:49:02.250 - 00:49:04.250] 是可以吸引更多
[00:49:04.250 - 00:49:06.250] 有權利的客戶
[00:49:06.250 - 00:49:09.250] 或者可以保留一些老客戶
[00:49:09.250 - 00:49:10.250] 或者有千里的客戶
[00:49:10.250 - 00:49:12.250] 但是還沒有轉化的客戶
[00:49:12.250 - 00:49:14.250] 都能使也可以提升
[00:49:14.250 - 00:49:15.250] 他們的小數量
[00:49:15.250 - 00:49:17.250] 也可以提高
[00:49:17.250 - 00:49:19.250] 他們的客戶的轉化率
[00:49:19.250 - 00:49:21.250] 也可以建立他們做
[00:49:21.250 - 00:49:22.250] 海外影銷的成本
[00:49:22.250 - 00:49:25.250] 因為這個區道的成本
[00:49:25.250 - 00:49:27.250] 確實是很低的
[00:49:27.250 - 00:49:29.250] 所以這還是挺不做的
[00:49:29.250 - 00:49:42.320] 因為反正他們覺得
[00:49:42.320 - 00:49:44.320] 這個區道的成本還是挺低的
[00:49:44.320 - 00:49:46.320] 而確實是很低的
[00:49:46.320 - 00:49:47.320] 所以他們就覺得
[00:49:47.320 - 00:49:50.320] 通過有件影銷還是可以
[00:49:50.320 - 00:49:52.320] 那可惡
[00:49:52.320 - 00:49:53.320] 更可能
[00:49:53.320 - 00:49:55.320] 就輕快轉化
[00:49:55.320 - 00:49:57.320] 也可以控制
[00:49:57.320 - 00:49:59.320] 他們做海外影銷的成本
[00:49:59.320 - 00:50:03.320] 所以就還是有多方面的網路
[00:50:03.320 - 00:50:06.320] 那我們B2B買家
[00:50:06.320 - 00:50:08.320] 他們練習我們的時候
[00:50:08.320 - 00:50:10.320] 其實也是到了
[00:50:10.320 - 00:50:13.320] 他們國買流程的每個解斷
[00:50:13.320 - 00:50:14.320] 就等於是說
[00:50:14.320 - 00:50:16.320] 他們不是說
[00:50:16.320 - 00:50:20.320] 馬上只有準備過買
[00:50:20.320 - 00:50:21.320] 所以為什麼很多時候
[00:50:21.320 - 00:50:23.320] 需要花很長的時間
[00:50:23.320 - 00:50:25.320] 再給開放一些信息
[00:50:25.320 - 00:50:27.320] 因為他們可能
[00:50:27.320 - 00:50:28.320] 就是
[00:50:28.320 - 00:50:31.700] 因為他們有可能
[00:50:31.700 - 00:50:32.700] 就是想要了解一下
[00:50:32.700 - 00:50:35.700] 我們提供什麼樣的一些解決方
[00:50:35.700 - 00:50:37.700] 他們不一定是準備好
[00:50:37.700 - 00:50:40.700] 想要跟我們合作
[00:50:40.700 - 00:50:41.700] 所以
[00:50:41.700 - 00:50:43.700] 其實B2B買家的
[00:50:43.700 - 00:50:46.700] 購買流程也是分成自己的部分
[00:50:46.700 - 00:50:49.700] 他們需要了解缺席
[00:50:49.700 - 00:50:50.700] 就等於是說
[00:50:50.700 - 00:50:52.700] 他們還沒有這個訴求
[00:50:52.700 - 00:50:54.700] 他們就是想要了解一下
[00:50:54.700 - 00:50:55.700] 這個海外的了解一下
[00:50:55.700 - 00:50:56.700] 這個長平
[00:50:56.700 - 00:50:57.700] 他們可能現在在一斤
[00:50:57.700 - 00:50:59.700] 甚至好另外一個
[00:50:59.700 - 00:51:00.700] 供應商
[00:51:00.700 - 00:51:01.700] 然後在一起合作
[00:51:01.700 - 00:51:03.700] 所以還沒有想到
[00:51:03.700 - 00:51:05.700] 要找另外一個新的
[00:51:05.700 - 00:51:06.700] 那是
[00:51:06.700 - 00:51:08.700] 到了一個新區的解斷
[00:51:08.700 - 00:51:09.700] 就等於是說
[00:51:09.700 - 00:51:11.700] 他們在做什麼的理論
[00:51:11.700 - 00:51:13.700] 開始有一個問題
[00:51:13.700 - 00:51:15.700] 或者他們有一個訴求
[00:51:15.700 - 00:51:17.700] 一個方面的訴求
[00:51:17.700 - 00:51:19.700] 他們在主動的找一些解決方
[00:51:19.700 - 00:51:21.700] 就是他們不僅是想要
[00:51:21.700 - 00:51:23.700] 簡單的了解一下
[00:51:23.700 - 00:51:26.700] 他們想要找他們問題的解決方
[00:51:26.700 - 00:51:27.700] 那在
[00:51:27.700 - 00:51:28.700] 你想給你覺得
[00:51:28.700 - 00:51:29.700] 要就是說
[00:51:29.700 - 00:51:30.700] 他們決定
[00:51:30.700 - 00:51:32.700] 他們需要什麼
[00:51:32.700 - 00:51:33.700] 他們決定
[00:51:33.700 - 00:51:35.700] 他們要順著你
[00:51:35.700 - 00:51:38.700] 所以他們在研究
[00:51:38.700 - 00:51:40.700] 他們身子你的話
[00:51:40.700 - 00:51:42.700] 是不付一個比較補錯的一個決定
[00:51:42.700 - 00:51:43.700] 還是說
[00:51:43.700 - 00:51:44.700] 有什麼方面
[00:51:44.700 - 00:51:46.700] 他們可能還沒有考慮
[00:51:46.700 - 00:51:47.700] 就等於是說
[00:51:47.700 - 00:51:48.700] 在興趣的解斷
[00:51:48.700 - 00:51:50.700] 他們可能想要找
[00:51:50.700 - 00:51:52.700] 跟唱片相關的
[00:51:52.700 - 00:51:53.700] 那是在
[00:51:53.700 - 00:51:54.700] 你想給覺得
[00:51:54.700 - 00:51:56.700] 的時候他們想要看的
[00:51:56.700 - 00:51:58.700] 新席是要跟你公司想關的
[00:51:58.700 - 00:51:59.700] 尤其是
[00:51:59.700 - 00:52:01.700] 你服務相關的一些信息
[00:52:01.700 - 00:52:02.700] 比如說
[00:52:02.700 - 00:52:04.700] 你的最低的
[00:52:04.700 - 00:52:06.700] 頂旦數量是多少
[00:52:06.700 - 00:52:07.700] 比如說你的
[00:52:07.700 - 00:52:08.700] 什麼什麼
[00:52:08.700 - 00:52:09.700] 或者光底是多少
[00:52:09.700 - 00:52:10.700] 你
[00:52:10.700 - 00:52:11.700] 他們需要
[00:52:11.700 - 00:52:12.700] 他們買你的
[00:52:12.700 - 00:52:13.700] 產品的話
[00:52:13.700 - 00:52:15.700] 有哪一次方面的條件
[00:52:15.700 - 00:52:16.700] 等等
[00:52:16.700 - 00:52:18.700] 這些他們是在研究
[00:52:18.700 - 00:52:19.700] 因為他們準備
[00:52:19.700 - 00:52:20.700] 過碼
[00:52:20.700 - 00:52:21.700] 但是還沒有過碼
[00:52:21.700 - 00:52:22.700] 就是
[00:52:22.700 - 00:52:23.700] 差一點點就過碼
[00:52:23.700 - 00:52:24.700] 然後
[00:52:24.700 - 00:52:26.700] 新帕的話是說
[00:52:26.700 - 00:52:27.700] 他們決定
[00:52:27.700 - 00:52:28.700] 甚至你
[00:52:28.700 - 00:52:29.700] 那他們身子
[00:52:29.700 - 00:52:30.700] 你的話
[00:52:30.700 - 00:52:32.700] 他們要留一個新牌
[00:52:32.700 - 00:52:33.700] 但是很多時候
[00:52:33.700 - 00:52:34.700] 他們留一個新牌
[00:52:34.700 - 00:52:36.700] 雖然在B2B
[00:52:36.700 - 00:52:37.700] 喊業裡面
[00:52:37.700 - 00:52:38.700] 客戶的
[00:52:38.700 - 00:52:40.700] 是跟人跟你合作的時間
[00:52:40.700 - 00:52:42.700] 還是比較長一點
[00:52:42.700 - 00:52:43.700] 但是現在
[00:52:43.700 - 00:52:44.700] 有活練網
[00:52:44.700 - 00:52:45.700] 所以很多的客戶
[00:52:45.700 - 00:52:47.700] 他們能手到很多
[00:52:47.700 - 00:52:48.700] 很多的新帝
[00:52:48.700 - 00:52:50.700] 看到很多的新帝
[00:52:50.700 - 00:52:51.700] 然後
[00:52:51.700 - 00:52:52.700] 對比很多很多的貢獻
[00:52:52.700 - 00:52:53.700] 所以
[00:52:53.700 - 00:52:56.700] 現在比之前
[00:52:56.700 - 00:52:57.700] 就等於是
[00:52:57.700 - 00:52:58.700] 你要保留你的客戶
[00:52:58.700 - 00:52:59.700] 是現在比之前
[00:52:59.700 - 00:53:00.700] 還有哪一些
[00:53:00.700 - 00:53:02.700] 所以這個也是
[00:53:02.700 - 00:53:05.700] 需要考慮的一個解段
[00:53:05.700 - 00:53:06.700] 所以
[00:53:06.700 - 00:53:07.700] 其實
[00:53:07.700 - 00:53:09.700] 因為建議小野可以
[00:53:09.700 - 00:53:11.700] 用到每一個解段上面
[00:53:11.700 - 00:53:12.700] 就等於是
[00:53:12.700 - 00:53:14.700] 說你在
[00:53:14.700 - 00:53:16.700] 你可以給你
[00:53:16.700 - 00:53:17.700] 用戶
[00:53:17.700 - 00:53:19.700] 但是還不是客戶
[00:53:19.700 - 00:53:20.700] 就等於是說
[00:53:20.700 - 00:53:22.700] 他們是有錢
[00:53:22.700 - 00:53:24.700] 但小妹還沒有存在
[00:53:24.700 - 00:53:25.700] 就等於是說
[00:53:25.700 - 00:53:26.700] 你可能之前
[00:53:26.700 - 00:53:29.700] 族星的一些吃波貨動
[00:53:29.700 - 00:53:31.700] 他們就產家了
[00:53:31.700 - 00:53:32.700] 他們醫院
[00:53:32.700 - 00:53:33.700] 想要了解
[00:53:33.700 - 00:53:34.700] 跟這個
[00:53:34.700 - 00:53:35.700] 行業相關的一些信息
[00:53:35.700 - 00:53:36.700] 那是他們沒有
[00:53:36.700 - 00:53:37.700] 想到
[00:53:37.700 - 00:53:39.700] 選子你
[00:53:39.700 - 00:53:41.700] 他們還沒有這個訴求
[00:53:41.700 - 00:53:42.700] 那是一興趣的
[00:53:42.700 - 00:53:44.700] 就可以分享更多的
[00:53:44.700 - 00:53:46.700] 觀念唱品相關的
[00:53:46.700 - 00:53:47.700] 或者跟你的
[00:53:47.700 - 00:53:48.700] 一些成功案例
[00:53:48.700 - 00:53:50.700] 相關的一些信息
[00:53:50.700 - 00:53:51.700] 在你唱個
[00:53:51.700 - 00:53:53.700] 就算你可以分享更多的管理
[00:53:53.700 - 00:53:54.700] 公司
[00:53:54.700 - 00:53:56.700] 也可以分享一下
[00:53:56.700 - 00:53:59.700] 給你復活相關的
[00:53:59.700 - 00:54:00.700] 也是信息
[00:54:00.700 - 00:54:01.700] 比如說
[00:54:01.700 - 00:54:02.700] 你的物料
[00:54:02.700 - 00:54:03.700] 有很多塊
[00:54:03.700 - 00:54:04.700] 你的研發中
[00:54:04.700 - 00:54:05.700] 吸引很多客戶
[00:54:05.700 - 00:54:06.700] 有很多發達
[00:54:06.700 - 00:54:07.700] 等等
[00:54:07.700 - 00:54:08.700] 在行動的話
[00:54:08.700 - 00:54:10.700] 你就可以給他們
[00:54:10.700 - 00:54:11.700] 放
[00:54:11.700 - 00:54:13.700] 更偏遇
[00:54:13.700 - 00:54:14.700] 更知自己
[00:54:14.700 - 00:54:15.700] 一點的
[00:54:15.700 - 00:54:16.700] 有件事
[00:54:16.700 - 00:54:17.700] 就等於說
[00:54:17.700 - 00:54:18.700] 你可以說
[00:54:18.700 - 00:54:19.700] 你今天
[00:54:19.700 - 00:54:20.700] 你最好
[00:54:20.700 - 00:54:22.700] 今年之前
[00:54:22.700 - 00:54:24.700] 現在是一個很好的決定
[00:54:24.700 - 00:54:27.700] 我們要不要先業一下
[00:54:27.700 - 00:54:28.700] 我們小時候
[00:54:28.700 - 00:54:30.700] 的同事一起溝通一下
[00:54:30.700 - 00:54:31.700] 就等於是說
[00:54:31.700 - 00:54:32.700] 你給他們說
[00:54:32.700 - 00:54:33.700] 你現在最好是
[00:54:33.700 - 00:54:34.700] 馬上就選子
[00:54:34.700 - 00:54:35.700] 我們
[00:54:35.700 - 00:54:36.700] 或者如果你需要
[00:54:36.700 - 00:54:37.700] 支持的話
[00:54:37.700 - 00:54:38.700] 你可以告訴我們
[00:54:38.700 - 00:54:39.700] 還可以幫你
