# 新课抢先学_5. 参展攻略（下）

language=zh
language_probability=1.000
model=tiny

[00:00:00.000 - 00:00:07.250] 我们再看后面两位
[00:54:18.210 - 00:54:21.550] 说按你趕快把这个客户重点客户就跟重好
[00:54:21.810 - 00:54:22.830] 重点就分清楚
[00:54:23.090 - 00:54:23.850] 然后跟上
[00:54:24.350 - 00:54:26.150] 跟上之后然后去
[00:54:26.410 - 00:54:30.250] 抓住这些机会客户了解什么趕快就跟上越有兴趣的客户
[00:54:30.510 - 00:54:32.050] 你要的越多越情快一些
[00:54:33.330 - 00:54:34.850] 这个呢不当时我们公司
[00:54:35.110 - 00:54:38.190] 甚至很多公司都会有这样的一些这个
[00:54:38.650 - 00:54:39.210] 习惯
[00:54:39.730 - 00:54:43.050] 包括很多公司大老板呢一起去参加展会
[00:54:43.570 - 00:54:47.910] 那么参加一向最明显的那些客户呢一般这个都是被老板拿着
[00:54:48.690 - 00:54:50.990] 一般老板说了这客户我来跟着
[00:54:51.250 - 00:54:52.530] 一面出现问题
[00:54:53.030 - 00:54:54.570] 这个呢也是很正常的
[00:54:54.830 - 00:54:56.630] 这个呢是所谓条件反射
[00:54:57.910 - 00:55:01.230] 可是呢在这样的跟中当中呢他会有个列式是什么呢
[00:55:01.730 - 00:55:02.770] 过于的
[00:55:03.030 - 00:55:06.090] 整个列式是过于的主观法来区分的客户
[00:55:07.070 - 00:55:10.430] 做了一个过于的集中在于几个重点客户
[00:55:10.690 - 00:55:11.210] 身上
[00:55:11.970 - 00:55:12.490] 不成功
[00:55:12.750 - 00:55:14.030] 这很党机事情
[00:55:14.290 - 00:55:19.150] 这就是为什么往往说哎呀我已经回复了已经很努力去跟中了
[00:55:19.410 - 00:55:23.250] 可能会客户有时候还不回我有见我到底怎么回事
[00:55:23.750 - 00:55:28.610] 我已经很努力的跟中了爆架了该回了打电话了可是客户也不回我
[00:55:28.870 - 00:55:29.650] 怎么了
[00:55:29.890 - 00:55:32.710] 我如果这几个客户都跟不上的话
[00:55:32.970 - 00:55:35.010] 那我自己展会去等一百开了
[00:55:35.530 - 00:55:36.790] 没有客户了
[00:55:37.050 - 00:55:38.090] 没有新客户了
[00:55:38.590 - 00:55:41.150] 所以呢这个时候呢我们很焦急
[00:55:41.410 - 00:55:47.810] 然后呢也是很多时候呢我们条件反射的自己将自己的读住呢全部的读在了
[00:55:48.330 - 00:55:49.850] 这些关系客户身上
[00:55:50.110 - 00:55:54.730] 那么认为他们有一定的焦流之后就愿意跟我们承担
[00:55:54.970 - 00:55:59.850] 这个呢是我们做过于的主观的片面的认识
[00:56:00.110 - 00:56:01.370] 啊并非是真实的
[00:56:02.130 - 00:56:05.970] 有的时候我们缺少了是一种冷静的分析
[00:56:06.490 - 00:56:09.810] 那么在这个点上门然后我的认为是
[00:56:10.330 - 00:56:12.890] 所以我的认为是这个点上门呢
[00:56:13.410 - 00:56:16.210] 是最重要的可以考虑的但是呢
[00:56:16.470 - 00:56:20.050] 我们的重点呢还是要去再放一放其他的点上面
[00:56:20.310 - 00:56:22.610] 这个呢我就不多说这个点上
[00:56:23.390 - 00:56:24.670] 第2个点
[00:56:25.430 - 00:56:27.730] 就是客户所感兴趣的产品
[00:56:28.490 - 00:56:32.590] 我们会遇到很多客户遇到50个客户
[00:56:32.850 - 00:56:34.390] 一百多个客户
[00:56:34.650 - 00:56:39.770] 但是往往客户谈的产品并不是你所有的产品客户都会跟你说
[00:56:40.270 - 00:56:44.370] 他只是感兴趣是在某一个点上门或者在某一个兴趣点上门
[00:56:44.630 - 00:56:48.970] 因为每个客户群他是不一样的运用点不一样市场分内不一样
[00:56:49.490 - 00:56:52.050] 所以客户所感兴趣的产品
[00:56:52.250 - 00:56:54.350] 这又显得格外的重要
[00:56:54.610 - 00:56:55.370] 我们
[00:56:55.630 - 00:56:58.970] 把脱离了客户关系的这个维度
[00:56:59.730 - 00:57:04.590] 将我们自己也放入了产品的一个维度去看客户
[00:57:04.850 - 00:57:06.650] 那么我们会有一个新的事件
[00:57:07.410 - 00:57:08.950] 这个事件就相当于
[00:57:09.450 - 00:57:13.810] 约约约了我们可以盖扩当地市场的偏爱
[00:57:14.570 - 00:57:15.850] 结合中端应用
[00:57:16.110 - 00:57:17.910] 可以更好的默庆市场规律
[00:57:18.410 - 00:57:21.490] 也可以更加理解产品的市场机会在
[00:57:22.490 - 00:57:23.790] 我打个嘴发
[00:57:24.310 - 00:57:25.070] 比如说
[00:57:25.330 - 00:57:31.210] 我们拿到一般来说大部分的中国的材料进口出货的出货的国外呢
[00:57:31.470 - 00:57:33.270] 一般来说大部分
[00:57:33.530 - 00:57:34.550] 并非是产品
[00:57:35.050 - 00:57:38.130] 我们知道产品亡亡亡的这个富家只是最多的
[00:57:38.390 - 00:57:41.970] 产品亡亡是一些欧美的企业比较偏多一些
[00:57:42.230 - 00:57:44.530] 所以我们更多的是一些货品
[00:57:45.290 - 00:57:49.130] 那么我们货品当中比如说以前我做纸张的时候
[00:57:49.330 - 00:57:51.430] 那么我们可以分清楚有两个问题
[00:57:51.690 - 00:57:53.730] 有的人说纸张是用于像纸
[00:57:54.510 - 00:57:56.050] 对像纸感兴趣
[00:57:56.550 - 00:57:57.570] 这打印象片
[00:57:58.090 - 00:58:00.130] 有的人做纸张做海报
[00:58:00.650 - 00:58:03.970] 这做出来是海报广告作有
[00:58:04.750 - 00:58:07.810] 有的人是涉影纸别的就是那种
[00:58:08.070 - 00:58:09.610] 艺术家增长纸别的
[00:58:09.870 - 00:58:11.410] 增长纸系的
[00:58:12.430 - 00:58:16.270] 在有的人就是一种就是打样的那种系列
[00:58:16.730 - 00:58:19.090] 那么你看对于不一样的产品
[00:58:19.330 - 00:58:20.630] 它的应用是不一样的
[00:58:20.890 - 00:58:23.190] 客户群体也不应非是一类客户
[00:58:23.950 - 00:58:26.250] 它是多的多种客户同时在场
[00:58:26.770 - 00:58:29.330] 所以这个时候我们也需要分清楚
[00:58:29.830 - 00:58:31.630] 就是我们客户群体的
[00:58:31.890 - 00:58:32.410] 偏向
[00:58:33.170 - 00:58:36.750] 我们手上任何公司手上的产品可能不止一个
[00:58:37.510 - 00:58:40.070] 很多公司一般是3-5我甚至更多
[00:58:40.850 - 00:58:44.950] 所以我们当我们客户跟我们聊这个产品的时候我们需要思考的是
[00:58:45.150 - 00:58:48.530] 我们客户聊这个产品它为什么聊这个产品
[00:58:49.310 - 00:58:50.330] 它的应用是什么
[00:58:50.830 - 00:58:53.150] 所以通过产品
[00:58:53.650 - 00:58:56.210] 引导一个喜爱
[00:58:56.470 - 00:59:00.310] 喜爱是有原因的是摸清了一个市场的规律
[00:59:00.830 - 00:59:03.370] 摸清了一个市场的规律之后
[00:59:03.630 - 00:59:04.670] 发作市场应用
[00:59:05.170 - 00:59:09.010] 就更深刻的反观去理解到自己的产品
[00:59:09.530 - 00:59:12.090] 也理解了客户喜爱的原因
[00:59:12.350 - 00:59:13.870] 在这个点上面的话
[00:59:14.070 - 00:59:15.410] 又是一个新的伟度
[00:59:16.430 - 00:59:20.270] 所以我们当我们没有办法当我们在跟农客户
[00:59:20.790 - 00:59:23.850] 通过当我们就是说在关系客户上面
[00:59:24.110 - 00:59:24.870] 发现
[00:59:25.390 - 00:59:28.710] 关系好的客户常常继续承担的客户
[00:59:28.970 - 00:59:29.750] 不承担了
[00:59:30.510 - 00:59:32.310] 那么我们就重新思考一下
[00:59:33.070 - 00:59:35.890] 是不是这个我们推荐的
[00:59:36.150 - 00:59:39.990] 包括我们对它的理解不够深刻了解不够深刻
[00:59:40.750 - 00:59:42.790] 所以这个事情我们需要自己重新反思
[00:59:43.510 - 00:59:45.030] 当然这个角度来说
[00:59:45.350 - 00:59:47.150] 也有个历史是什么呢
[00:59:47.390 - 00:59:50.470] 我们销柔人员往往对产品的应用
[00:59:50.730 - 00:59:52.270] 和性能不够明感
[00:59:52.510 - 00:59:53.790] 容易产生物判
[00:59:54.310 - 00:59:57.130] 我们只知道很多时候销柔人员的
[00:59:57.390 - 00:59:59.170] 随平差在于什么地方呢
[00:59:59.430 - 01:00:01.990] 我们只知道爆价价价格
[01:00:03.010 - 01:00:05.070] 包装市场
[01:00:05.310 - 01:00:06.350] 简单的东西
[01:00:06.590 - 01:00:10.430] 而并非知道这个产品到底是怎么生产过来
[01:00:10.690 - 01:00:12.490] 生产当中的难典是什么
[01:00:12.990 - 01:00:14.510] 它这么去做
[01:00:14.710 - 01:00:17.910] 它的应用面是什么到底是怎么应用的
[01:00:18.930 - 01:00:20.210] 你一定要是清楚
[01:00:20.470 - 01:00:22.770] 客户要这个规格和另一个规格
[01:00:23.030 - 01:00:24.570] 不一样的地方的时候
[01:00:24.810 - 01:00:26.110] 它是为什么
[01:00:26.610 - 01:00:27.890] 它的原因是什么
[01:00:28.150 - 01:00:29.950] 客户出于什么样的考虑
[01:00:30.210 - 01:00:33.270] 它希望得到这个产品大到什么样的效果
[01:00:33.790 - 01:00:34.550] 它对逆
[01:00:34.810 - 01:00:36.090] 对于指量
[01:00:36.330 - 01:00:38.390] 对于物理性能有什么样的要求
[01:00:38.890 - 01:00:41.450] 这些是我们修认员
[01:00:41.650 - 01:00:43.250] 思考当中所欠缺的
[01:00:45.030 - 01:00:45.550] 所以呢
[01:00:46.310 - 01:00:48.110] 我们就要修认员呢
[01:00:48.370 - 01:00:50.410] 我们这件事是我们列视
[01:00:50.670 - 01:00:53.990] 我们往往对产品的和应用的性能不够明感
[01:00:54.250 - 01:00:55.530] 产生的物判
[01:00:55.790 - 01:00:57.830] 这是我们的产品的话分
[01:00:58.350 - 01:01:00.650] 第三个呢又是一个新的伟度
[01:01:00.910 - 01:01:03.210] 就是所谓的按照地区来话分
[01:01:03.470 - 01:01:05.770] 所以地区来话分这个伟度呢
[01:01:06.030 - 01:01:07.570] 就叫做市场伟度
[01:01:08.330 - 01:01:10.630] 这些人就是一般上面
[01:01:10.630 - 01:01:12.670] 这时候咱们的小城市
[01:01:12.930 - 01:01:16.510] 主上还北京深圳广州这些一线城市之外
[01:01:17.290 - 01:01:19.850] 绝大部分的二三线城市
[01:01:20.350 - 01:01:23.690] 都很少有人听说过市场不贼一个部门
[01:01:24.450 - 01:01:27.790] 大家都有小数但是这一些非常大的公司
[01:01:28.290 - 01:01:30.090] 大的企业才会有市场部
[01:01:30.850 - 01:01:31.370] 那么
[01:01:31.870 - 01:01:34.450] 大部分对于我们来说我们是没有市场部的
[01:01:34.950 - 01:01:38.530] 所以我们消失了一些可以去学习市场部的思维
[01:01:39.310 - 01:01:40.330] 这就叫做市场
[01:01:41.090 - 01:01:45.750] 那么客户可以按了国家重点国家和注意省份的话分
[01:01:46.270 - 01:01:49.070] 比如说我们要如果说重点在美国的话
[01:01:49.330 - 01:01:51.130] 美国是一个极其大的市场
[01:01:51.630 - 01:01:53.950] 东海按和西海按人们生活的
[01:01:54.190 - 01:01:55.990] 习惯是相差的非常大的
[01:01:56.250 - 01:01:58.290] 西海按更相的偏机一些
[01:01:58.550 - 01:01:59.830] 偏一些墓西哥
[01:02:00.090 - 01:02:03.150] 西班牙与那些西域的那些风格
[01:02:03.670 - 01:02:05.210] 东海按的话是往上走的话
[01:02:05.470 - 01:02:06.750] 留下跟偏计加拿大
[01:02:07.010 - 01:02:08.270] 而且气候不一样
[01:02:08.470 - 01:02:11.090] 他们的人的思维消费习惯也不一样
[01:02:12.110 - 01:02:14.670] 所以这个时候我们说一句话去看的就是
[01:02:14.930 - 01:02:17.990] 我们重点的客户来自哪
[01:02:18.510 - 01:02:22.870] 这个国家是不是需要我们在往下细化到分的
[01:02:23.110 - 01:02:23.890] 是和市
[01:02:24.150 - 01:02:25.170] 去进行分析
[01:02:25.670 - 01:02:29.510] 我们很多时候我们往往向比如说次发来国家比如说墓西哥
[01:02:30.030 - 01:02:31.310] 比如说制力
[01:02:32.070 - 01:02:35.670] 秘度我们往往就是就这个国家是进行分析
[01:02:35.910 - 01:02:37.450] 不像美国分析那么细
[01:02:38.470 - 01:02:40.310] 所以这个呢是我的一个
[01:02:40.570 - 01:02:43.910] 这是另一个十角第三个委度就是市场
[01:02:44.410 - 01:02:45.190] 地区的委度
[01:02:45.690 - 01:02:48.770] 那么这个优势能快速的分析市场
[01:02:49.270 - 01:02:51.070] 产品的主流产品
[01:02:51.330 - 01:02:52.350] 即市场发展区市
[01:02:52.870 - 01:02:55.930] 我们可以顺便快速了解这个市场规律
[01:02:56.190 - 01:02:58.750] 但是缺点是对于国家有市场分析
[01:02:59.270 - 01:03:00.290] 相对偏
[01:03:00.790 - 01:03:02.090] 时间非常短
[01:03:02.330 - 01:03:05.670] 对于市场的运行不够明感认识也不够深入
[01:03:06.170 - 01:03:07.710] 这是这个缺点
[01:03:08.270 - 01:03:13.130] 但是呢他能帮助我们在跟踪客户时候我们从过内的违度
[01:03:13.390 - 01:03:15.950] 去思考跟我们带来一个新的起发
[01:03:16.470 - 01:03:19.010] 比如说我原来往往跟踪一个新的客户
[01:03:19.270 - 01:03:21.830] 打责会客户从美国回来之后跟踪他
[01:03:22.350 - 01:03:25.670] 往往就跟踪他就报价之类他不是很感兴趣
[01:03:25.930 - 01:03:27.990] 我觉得在想一些问题为什么
[01:03:28.750 - 01:03:30.550] 为什么客户报价之后
[01:03:30.810 - 01:03:34.130] 当时展会上说的挺好的后来就不感兴趣
[01:03:34.590 - 01:03:38.730] 事实上我是对他的应用完没有更多的细致了解
[01:03:39.250 - 01:03:40.790] 没有细致的往下挖
[01:03:41.050 - 01:03:42.830] 以为他只能要一个报价
[01:03:43.090 - 01:03:46.930] 可是帮他报价之后我们需要思考是客户为什么要这个报价
[01:03:47.190 - 01:03:48.470] 他的思考是什么
[01:03:49.230 - 01:03:52.570] 他的思考往往要原人多于他的文字
[01:03:53.590 - 01:03:55.110] 所以要挖出他的思考
[01:03:55.370 - 01:03:56.910] 挖出他所该活的东西
[01:03:57.430 - 01:04:01.770] 推断出推出理触他的应用点很应用面
[01:04:02.490 - 01:04:05.870] 甚至你需要更多的是我取到他们去思考
[01:04:06.130 - 01:04:07.910] 这个客户是您受伤
[01:04:08.170 - 01:04:10.210] 还是进口伤还是取到伤
[01:04:10.470 - 01:04:12.770] 还是经消伤等等这些问题
[01:04:13.030 - 01:04:15.330] 你需要跟他的有经当中去发现
[01:04:16.110 - 01:04:18.670] 所以呢我一开始的这个分类
[01:04:18.930 - 01:04:20.210] 我只放了前面说
[01:04:20.450 - 01:04:21.990] 是和大家去领出来
[01:04:22.250 - 01:04:24.810] 我们要重新损失一下
[01:04:25.070 - 01:04:27.370] 我们这个分类对于我们的重要性
[01:04:28.390 - 01:04:31.210] 我们不可以单为做的去看我们的客户
[01:04:31.210 - 01:04:32.490] 我单为做的只是
[01:04:32.750 - 01:04:35.310] 从过我们的认识去看客户关系分析
[01:04:35.570 - 01:04:37.110] 而是要多为做的去
[01:04:37.350 - 01:04:38.130] 模仇客户
[01:04:38.630 - 01:04:38.890] 去
[01:04:39.150 - 01:04:40.430] 通过思维
[01:04:40.690 - 01:04:41.710] 格局不一样
[01:04:41.970 - 01:04:44.010] 去摸出一个新的路责
[01:04:44.530 - 01:04:45.810] 我觉得这个分类
[01:04:46.070 - 01:04:50.670] 我希望大家能够在这以后面跟中客户的过程当中
[01:04:50.930 - 01:04:52.450] 这要重新思考一下
[01:04:52.710 - 01:04:55.530] 不是要其语的所需要摸出定单来
[01:04:55.790 - 01:04:59.370] 我们要反思一下我们对这个客户是真正的了解吗
[01:05:00.090 - 01:05:02.450] 好第一块我就先说这么多
[01:05:02.950 - 01:05:05.770] 那么我们第二块就是客户的跟中
[01:05:06.290 - 01:05:10.370] 我们知道客户跟中呢是非常重要的
[01:05:10.630 - 01:05:11.390] 那么
[01:05:11.650 - 01:05:17.030] 重点呢客户当晚呢是让我们要弄清楚的就是跟中的这个具体不走是什么样的
[01:05:17.790 - 01:05:21.650] 第一不就是这种我自己这是我个人的一个经历经验
[01:05:21.910 - 01:05:23.950] 只谈他并非是标准他
[01:05:24.450 - 01:05:28.290] 大家如果有些更好的想法呢或者一些计划是体会呢
[01:05:28.290 - 01:05:31.110] 也可以说出来我们一起来交流
[01:05:31.610 - 01:05:33.670] 那么我认为第一个重点就是
[01:05:34.430 - 01:05:37.250] 客户当晚就需要发油键给钱再客户
[01:05:37.770 - 01:05:40.070] 发面他们回忆我们所谈的内容
[01:05:41.350 - 01:05:43.390] 当晚就要发油键给钱再客户
[01:05:44.150 - 01:05:45.690] 为什么当晚呢因为
[01:05:45.950 - 01:05:49.790] 一天谈完之后雖然大家都累了但是大家都会有个概念
[01:05:50.050 - 01:05:51.850] 有个印象对于谈的内容
[01:05:52.350 - 01:05:53.370] 有熟悉这感
[01:05:53.630 - 01:05:55.170] 有了熟悉感觉之后
[01:05:55.430 - 01:05:57.990] 那么他立刻就容易自产生记忆
[01:05:58.450 - 01:06:00.550] 这是一个人四我一趟没东西
[01:06:00.810 - 01:06:06.950] 所以你当时你不当晚去写油键原比一个星期或者两个星期写油键给他
[01:06:07.210 - 01:06:09.510] 要效果更深刻
[01:06:10.270 - 01:06:11.810] 我写了两个模板
[01:06:12.070 - 01:06:16.410] 我将这个模板的分位三层大家可以在这边模板当中去修改
[01:06:16.670 - 01:06:17.450] 第一款就是
[01:06:17.950 - 01:06:19.490] 一次会拍着
[01:06:19.750 - 01:06:20.770] 就秘装着
[01:06:21.030 - 01:06:22.830] 那些什么什么什么
[01:06:23.030 - 01:06:27.430] I added all of the photo in the document to check it
[01:06:27.690 - 01:06:29.750] 那么第一款呢我就提醒他
[01:06:30.250 - 01:06:33.830] 让他重新认识记忆结我我社水
[01:06:34.090 - 01:06:35.630] 我们曾经在哪边聊过
[01:06:36.150 - 01:06:38.710] 那么这个就是所谓的成绩
[01:06:38.970 - 01:06:40.490] 成绩我们的
[01:06:41.010 - 01:06:43.810] 街上我们展会时候说聊的内容
[01:06:44.330 - 01:06:45.110] 中间呢
[01:06:45.610 - 01:06:47.410] 我就把它列出来一个单拉出来
[01:06:47.930 - 01:06:50.990] You're in the meeting with her already discussed
[01:06:51.510 - 01:06:54.990] 在这样会当中我们已经提到了什么
[01:06:55.090 - 01:06:56.110] 讨论到什么什么
[01:06:56.370 - 01:06:59.450] 那么这个时候我们又从中间去拿出来
[01:06:59.950 - 01:07:02.510] 重点列出我们所谈的事项
[01:07:03.030 - 01:07:07.890] 这个呢就是重中之中就是我们把核心的东西拉出来
[01:07:08.150 - 01:07:08.650] 谈
[01:07:11.340 - 01:07:13.900] 第三款就是所谓的起下
[01:07:14.400 - 01:07:16.460] 所谓起下就是后续的工作
[01:07:16.720 - 01:07:18.000] 后续的东西是什么
[01:07:18.500 - 01:07:22.600] 那么他讲呢I think some of some of you are in the important to all of the business
[01:07:22.800 - 01:07:25.160] 所以你的就更方向为死什么
[01:07:25.660 - 01:07:26.180] 就是
[01:07:26.440 - 01:07:28.240] 我认为什么什么
[01:07:28.740 - 01:07:30.280] 是非常重要的
[01:07:30.540 - 01:07:32.320] 所以我们需要确定什么
[01:07:32.580 - 01:07:34.380] 那么这个时候我们就知道
[01:07:34.880 - 01:07:37.440] 这些东西我需要后续的跟上
[01:07:38.220 - 01:07:40.520] 我了跟上是非常重要的
[01:07:41.800 - 01:07:44.620] 同时等待客户的重新确认
[01:07:45.640 - 01:07:49.980] 所以这个内容一般来说大家可以有一个写有件呢
[01:07:50.240 - 01:07:52.040] 是要有自己的框架在里
[01:07:52.800 - 01:07:55.420] 而并非只是简单的一些跟上
[01:07:55.920 - 01:07:56.700] 写清楚
[01:07:57.200 - 01:08:01.300] 一定要自己在有件的东西要有一个非常清晰的邏輯框架在里面
[01:08:01.560 - 01:08:03.100] 大好自己的框架
[01:08:03.360 - 01:08:05.920] 成上起下把中点突出出来
[01:08:06.180 - 01:08:11.540] 让别人知道跟你聊什么聊了些什么我们后续要做什么
[01:08:11.800 - 01:08:16.140] 这样的话客户也方面客户去记忆一些东西
[01:08:16.400 - 01:08:20.000] 也方面客户去和跟你配合做一些事
[01:08:20.760 - 01:08:22.040] 那么这个从此
[01:08:22.500 - 01:08:27.920] 你跟他的合造我尽量是每个客户你都跟他合造
[01:08:28.180 - 01:08:31.260] 合造之后他你们再把合造发给他
[01:08:31.760 - 01:08:34.840] 他就会有印象了对的上你是谁
[01:08:35.100 - 01:08:38.940] 因为一般在展会上我们认识可能会有
[01:08:38.940 - 01:08:43.540] 几十个人数百个人很多时候我们就已经
[01:08:43.800 - 01:08:45.840] 对一个客户产生了
[01:08:46.100 - 01:08:48.660] 所谓的面貌上每一个失忆
[01:08:49.180 - 01:08:51.480] 我们以你记不得他长什么样子
[01:08:51.480 - 01:08:55.060] 因为认识的人在一个时间之内认识人太多
[01:08:55.320 - 01:08:57.620] 所以这个大家要需要这个是一个技巧
[01:08:58.140 - 01:08:59.920] 回到公司之后
[01:09:00.180 - 01:09:03.000] 那某需要开会分配15元分配
[01:09:03.260 - 01:09:06.080] 这就是是当时展会晚上的
[01:09:06.320 - 01:09:11.200] 那么现在回到公司之后要开会分配15元分别所跟弄客户
[01:09:11.700 - 01:09:12.480] 第一个是
[01:09:12.980 - 01:09:13.760] 跟弄客户
[01:09:14.260 - 01:09:16.060] 这个你要去分配他
[01:09:16.320 - 01:09:18.100] 那么这个是领导事的事情
[01:09:18.300 - 01:09:20.660] 是根据市场所分配的谈评呢
[01:09:20.920 - 01:09:22.960] 还入行经验呢会谈客户等等呢
[01:09:23.740 - 01:09:25.520] 这个每个人你理解不一样
[01:09:25.780 - 01:09:28.340] 要分配好大家养回去跟弄
[01:09:28.600 - 01:09:31.160] 第二个就是开始有件跟弄客户
[01:09:31.920 - 01:09:33.200] 这个是正中
[01:09:33.460 - 01:09:34.480] 正是工作了
[01:09:34.740 - 01:09:37.820] 但是这个时候不可超值客户过几
[01:09:38.320 - 01:09:41.660] 因为客户有可能在出差或者是度假等等
[01:09:41.900 - 01:09:46.260] 很多跟弄的任务是需要在展会上和客户确认好的
[01:09:47.240 - 01:09:49.580] 控制好发送有件的频率
[01:09:50.100 - 01:09:52.140] 真的是不要操日过几
[01:09:52.400 - 01:09:53.940] 生意不是几出来的
[01:09:54.700 - 01:09:55.980] 生意是谈出来的
[01:09:57.020 - 01:10:00.860] 很多时候客户在客户在出差度假
[01:10:01.120 - 01:10:06.740] 那么我们立刻就要去跟上说达达我们就可以可以客户造成一个不太良好的印象
[01:10:07.000 - 01:10:09.300] 他会觉得你太遭知这个太求着他
[01:10:09.560 - 01:10:14.420] 所以我建议大家就是先发一封有件不等客户两三天之类
[01:10:14.620 - 01:10:16.980] 两三天等他回复
[01:10:17.240 - 01:10:19.020] 不要轻易地简单地报价
[01:10:19.280 - 01:10:21.080] 不要立刻第一封有件就报价
[01:10:21.580 - 01:10:25.420] 先有了客户回复之后我们再慢慢地说往下跟中
[01:10:26.700 - 01:10:32.340] 然后到了第三步就是一周之后我们需要开会总结跟中的效果
[01:10:33.100 - 01:10:39.260] 特动点跟弄在这个更弄的效果平坡多以有件为主为什么这么多以为有件为主
[01:10:39.260 - 01:10:44.640] 因为有件是值得是为大部分能够记录在案的
[01:10:44.900 - 01:10:48.480] 那么我是以文字体现的内容为主
[01:10:48.480 - 01:10:52.820] 在文字体现的时候是有记录的有思考的
[01:10:53.080 - 01:10:54.620] 这个是不可模满的
[01:10:54.880 - 01:10:58.200] 我们要知道我们已经留给了客户什么东西
[01:10:58.460 - 01:11:02.820] 所以在有件当中我们需要重新的省事一下我们自己的工作
[01:11:03.280 - 01:11:09.480] 那么很多时候我们自己可能没有回答到客户所想的给客户所想要的
[01:11:09.740 - 01:11:13.580] 所以在这个当中我们需要带来写不关系有没有这个
[01:11:13.820 - 01:11:19.460] 外茂领导在对或者是个人一个外茂空思小外茂空思两一到两个人
[01:11:19.980 - 01:11:23.300] 都是需要有一个团队一起讨论一下这个事情
[01:11:23.820 - 01:11:25.860] 那么这个时候就是总结
[01:11:25.860 - 01:11:27.140] 看看有没有提的
[01:11:27.400 - 01:11:32.000] 这个这两块就是一些准确的一个最简单的一个基本步驻
[01:11:32.000 - 01:11:34.820] 我希望大家就是在这个事情上面呢
[01:11:35.080 - 01:11:37.380] 跟东克伙虽然很重要,但
[01:11:37.880 - 01:11:39.160] 被靠超纸过击
[01:11:39.680 - 01:11:41.220] 这是我的一个圈了
[01:11:47.290 - 01:11:51.390] 那么我们到进入这时候我们进入第三块就是我们所要
[01:11:51.910 - 01:11:52.670] 我们所
[01:11:53.190 - 01:11:54.210] 根据客户
[01:11:54.470 - 01:11:56.510] 跟东克伙所遇到的问题
[01:11:56.770 - 01:11:57.790] 南体继续
[01:11:58.050 - 01:12:03.170] 我们跟东克伙遇到太多的蓝体了,我们需要有太多的方案
[01:12:03.170 - 01:12:08.030] 我今天六月初六个南体和大家一起交流一下
[01:12:08.290 - 01:12:11.610] 第一个南体就是发送有些人客户没有回复
[01:12:12.130 - 01:12:14.430] 这是最直接的最经常噴到的
[01:12:14.690 - 01:12:16.230] 为什么会没有回复呢
[01:12:16.730 - 01:12:19.050] 我认为大概只基本有四条
[01:12:19.810 - 01:12:20.330] 第一个
[01:12:20.830 - 01:12:23.390] 你没有把合作的重点
[01:12:24.170 - 01:12:25.950] 积民确写出方案
[01:12:26.470 - 01:12:28.250] 没有写出方案出来
[01:12:28.510 - 01:12:30.810] 所以你重点没有拉出来写
[01:12:31.070 - 01:12:33.130] 你怎么要去让别人客户知道
[01:12:33.170 - 01:12:34.450] 你跟他谈什么
[01:12:34.710 - 01:12:36.490] 所以重点一定要说清楚
[01:12:36.750 - 01:12:38.030] 你们谈什么
[01:12:38.550 - 01:12:42.390] 第二步就重复强调了自己的优势
[01:12:43.150 - 01:12:48.010] 我们总是在重复在强调自己的优势说自己怎么好
[01:12:48.270 - 01:12:51.090] 这时候就所谓王婆卖挖自卖自卖自卖
[01:12:51.350 - 01:12:53.650] 王婆卖的挖和别人挖真不一样吗
[01:12:53.910 - 01:12:55.190] 不是不一定
[01:12:56.210 - 01:12:56.470] 所以
[01:12:56.730 - 01:13:03.130] 我们要提供的不是自己的优势了我们应该咋会上进可能的载限的自己的优势
[01:13:03.890 - 01:13:07.270] 这个时候我们的价值是在于提供解决方案给客户
[01:13:08.030 - 01:13:12.130] 在我们解决方案提给提供贺户肉和显得更为何事一形
[01:13:12.890 - 01:13:15.710] 第三个客户对我们产品非常地感兴趣
[01:13:15.970 - 01:13:19.550] 对我们的产品感兴趣但是无音相够嘛
[01:13:19.810 - 01:13:22.890] 说白了他就不是你的重点客户
[01:13:23.150 - 01:13:24.670] 你发油键发什么
[01:13:24.930 - 01:13:25.690] 他不够嘛
[01:13:26.730 - 01:13:28.010] 他只是过来聊一聊
[01:13:28.510 - 01:13:32.350] 所以对自己的客户之前我们发油键之前就是要有个预判的
[01:13:32.810 - 01:13:34.390] 你然后知道他在做什么呢
[01:13:34.650 - 01:13:36.710] 生意跟你生意会不会有交几
[01:13:37.210 - 01:13:41.570] 有的时候咋会让客户就是不是老过来光光光灭灰的感觉
[01:13:42.590 - 01:13:44.890] 这个呢就是客户并没有回到公司
[01:13:45.670 - 01:13:48.230] 有可能在出拆或者是度假
[01:13:48.490 - 01:13:49.750] 这个很有可能有的人
[01:13:50.010 - 01:13:55.390] 像欧美人的话很多有人有这样的习惯就是开玩展会的出去度各家放松一下
[01:13:56.410 - 01:13:57.690] 就是忙的太累了吗
[01:13:57.950 - 01:13:58.970] 稀微一些一下
[01:13:59.490 - 01:14:03.830] 所以这个时候呢如果说你认为他的东西和你的东西
[01:14:04.090 - 01:14:07.170] 一定是相关的而且是有优势的合适的
[01:14:07.410 - 01:14:09.970] 那么你经常保持在那个耐性
[01:14:10.230 - 01:14:11.250] 他肯定会告诉你
