# 新课抢先学_3. 邮件营销（下）

language=zh
language_probability=1.000
model=tiny

[00:00:00.000 - 00:00:10.140] 那正好 安欲來到這個部分的內容
[00:00:10.140 - 00:00:15.260] 我們在這期內的課程有十到很多的關於郵政影校
[00:35:36.430 - 00:35:37.630] 這些
[00:35:37.630 - 00:35:38.510] 有件以銷的
[00:35:38.510 - 00:35:39.470] 有件也不用
[00:35:39.470 - 00:35:40.830] 太擔心
[00:35:40.830 - 00:35:41.470] 我知道
[00:35:41.470 - 00:35:42.510] 可以放什麼
[00:35:42.510 - 00:35:44.270] 什麼方面的一些信息
[00:35:44.270 - 00:35:45.070] 因為等到
[00:35:45.070 - 00:35:47.150] 我們發送以後
[00:35:47.150 - 00:35:47.950] 可以按照
[00:35:47.950 - 00:35:49.390] 用戶的反會
[00:35:49.390 - 00:35:50.030] 了解
[00:35:50.030 - 00:35:50.910] 他們對
[00:35:50.910 - 00:35:52.190] 我們有件的
[00:35:52.190 - 00:35:53.070] 內容的
[00:35:53.070 - 00:35:53.950] 滿意度
[00:35:53.950 - 00:35:55.790] 通過這些方面
[00:35:55.790 - 00:35:56.270] 通過
[00:35:56.270 - 00:35:57.310] 他們
[00:35:57.310 - 00:35:58.990] 新為的分析
[00:35:58.990 - 00:36:00.030] 就可以了解
[00:36:00.030 - 00:36:01.070] 他們為什麼
[00:36:01.070 - 00:36:02.510] 比如說他們
[00:36:02.510 - 00:36:03.550] 他們打開了
[00:36:03.550 - 00:36:04.910] 但是他們沒有玩
[00:36:04.910 - 00:36:05.710] 下面
[00:36:05.710 - 00:36:06.270] 說
[00:36:06.270 - 00:36:06.590] 出名
[00:36:06.590 - 00:36:07.950] 他們可能覺得
[00:36:07.950 - 00:36:09.390] 透過的信息
[00:36:09.390 - 00:36:10.830] 也不夠有心意力
[00:36:10.830 - 00:36:11.790] 所以我可以
[00:36:11.790 - 00:36:13.070] 自使一下
[00:36:13.070 - 00:36:14.030] 也可以
[00:36:14.030 - 00:36:15.070] 再給他們發
[00:36:15.070 - 00:36:16.270] 另外一種
[00:36:16.270 - 00:36:18.030] 可能是通養的一個主題
[00:36:18.030 - 00:36:19.950] 但是稍微不一樣的有件
[00:36:19.950 - 00:36:21.630] 但是我可能是
[00:36:21.630 - 00:36:22.830] 先介紹我
[00:36:22.830 - 00:36:23.710] 長平一彩
[00:36:23.710 - 00:36:24.830] 介紹我公司
[00:36:24.830 - 00:36:26.030] 然後看一下
[00:36:26.030 - 00:36:27.470] 這種有件的效果
[00:36:27.470 - 00:36:28.190] 怎麼樣
[00:36:28.190 - 00:36:28.430] 等等
[00:36:28.430 - 00:36:29.950] 然後我通過這些
[00:36:29.950 - 00:36:31.230] 不懂的字實
[00:36:31.230 - 00:36:32.350] 我就可以了解
[00:36:32.350 - 00:36:34.270] 他們最需要什麼
[00:36:34.270 - 00:36:35.710] 所以我們現在
[00:36:35.710 - 00:36:37.070] 要準備學習的
[00:36:37.070 - 00:36:37.870] 另外一個
[00:36:37.870 - 00:36:40.510] 以外不分的內容是
[00:36:40.510 - 00:36:41.310] 等到我們
[00:36:41.310 - 00:36:42.030] 發送這些
[00:36:42.030 - 00:36:43.150] 優先見以後
[00:36:43.150 - 00:36:44.030] 我們怎麼可以
[00:36:44.030 - 00:36:44.590] 判斷
[00:36:44.590 - 00:36:46.030] 我們做得好不好
[00:36:46.030 - 00:36:47.070] 還有哪一些
[00:36:47.070 - 00:36:48.830] 方面是需要改善的
[00:36:48.830 - 00:36:50.030] 從哪來看
[00:36:50.030 - 00:36:50.430] 等等
[00:36:50.430 - 00:36:52.430] 這個是我們準備學習的
[00:36:52.430 - 00:36:54.190] 另外一個部分
[00:36:54.190 - 00:36:55.790] 感謝大家
[00:37:02.290 - 00:37:03.170] 大家好
[00:37:03.170 - 00:37:04.370] 歡迎來到這集
[00:37:04.370 - 00:37:04.850] 各的
[00:37:04.850 - 00:37:06.850] 第十二個部分
[00:37:06.850 - 00:37:08.610] 我們就被學習的內容
[00:37:08.610 - 00:37:09.250] 也都是感覺
[00:37:09.250 - 00:37:11.010] 這影效有關係
[00:37:11.010 - 00:37:13.490] 但是我們需要學習的是
[00:37:13.490 - 00:37:15.090] 等到我們已經發送了
[00:37:15.090 - 00:37:16.850] 我們整理好的
[00:37:16.850 - 00:37:18.850] 有這影效的內容以後
[00:37:18.850 - 00:37:19.890] 我們怎麼判斷
[00:37:19.890 - 00:37:21.490] 我們做得好不好
[00:37:21.490 - 00:37:22.450] 我們怎麼知道
[00:37:22.450 - 00:37:23.090] 我們
[00:37:23.090 - 00:37:25.730] 用戶對我們內容的
[00:37:25.730 - 00:37:27.810] 訪匯和馬一度
[00:37:27.810 - 00:37:29.810] 還有我們怎麼了解
[00:37:29.810 - 00:37:31.170] 我們又哪一些地方
[00:37:31.170 - 00:37:33.570] 是可以改善修改
[00:37:33.570 - 00:37:34.610] 不用哪一些地方
[00:37:34.610 - 00:37:36.610] 我們做得比較不錯的
[00:37:36.610 - 00:37:38.610] 這個是我們準備學習的
[00:37:38.610 - 00:37:40.210] 一部分內容
[00:37:40.210 - 00:37:41.890] 當然我們還是會
[00:37:41.890 - 00:37:43.250] 那叫我們已經
[00:37:43.250 - 00:37:44.690] 這裡好的
[00:37:44.690 - 00:37:47.330] 沒有進不上號來判斷
[00:37:47.330 - 00:37:48.290] 我們
[00:37:48.290 - 00:37:50.690] 能看到哪一些方面的數據
[00:37:50.690 - 00:37:52.450] 然後這些數據的意識
[00:37:52.450 - 00:37:54.050] 是什麼
[00:37:54.050 - 00:37:55.250] 首先
[00:37:55.250 - 00:37:56.850] 等到我們已經發送了
[00:37:56.850 - 00:37:58.450] 我們整理好的
[00:37:58.450 - 00:38:00.290] 有件的內容以後
[00:38:00.290 - 00:38:02.130] 我們重新打開
[00:38:02.130 - 00:38:04.370] 沒有進不上號的時候
[00:38:04.370 - 00:38:07.410] 我們會看到這些方面的數據
[00:38:07.410 - 00:38:08.370] 就等於是說
[00:38:08.370 - 00:38:11.170] 沒有進不一給我們整理
[00:38:11.170 - 00:38:12.770] 我們最近發送的
[00:38:12.770 - 00:38:14.210] 有件的內容的
[00:38:14.210 - 00:38:15.130] 一些
[00:38:15.130 - 00:38:16.930] 數據和訪匯
[00:38:16.930 - 00:38:17.810] 比如說
[00:38:17.810 - 00:38:19.010] 到我過去
[00:38:19.010 - 00:38:20.770] 沒有進不一告訴我們
[00:38:20.770 - 00:38:23.010] 我們現在有多少個定業值
[00:38:23.010 - 00:38:24.450] 然後也會告訴我們
[00:38:24.450 - 00:38:26.210] 我們最近發送的一份
[00:38:26.210 - 00:38:28.530] 優先的打開率
[00:38:28.530 - 00:38:31.170] 還有點機率是多少等等
[00:38:31.170 - 00:38:32.930] 然後我們現在是
[00:38:32.930 - 00:38:34.530] 原來一些方面的更新
[00:38:34.530 - 00:38:36.050] 可以關注一下
[00:38:36.050 - 00:38:38.210] 比如說最近移植
[00:38:38.210 - 00:38:41.610] 可能是要正新加了三個
[00:38:41.610 - 00:38:42.850] 的月值
[00:38:42.850 - 00:38:44.930] 還有有三個
[00:38:44.930 - 00:38:47.090] 的月值是退定了
[00:38:47.090 - 00:38:48.850] 我們有建議消耗等等
[00:38:48.850 - 00:38:49.890] 這些數據
[00:38:49.890 - 00:38:51.810] 我們一言就知道
[00:38:51.810 - 00:38:53.090] 一打開
[00:38:53.090 - 00:38:54.610] 我們沒有進不上號
[00:38:54.610 - 00:39:01.020] 就好像就可以看到這些方面的數據
[00:39:01.020 - 00:39:01.340] 但是
[00:39:01.340 - 00:39:02.860] 要是我們想要做一個
[00:39:02.860 - 00:39:04.860] 更全面的分析
[00:39:04.860 - 00:39:06.860] 然後也想要對比不同
[00:39:06.860 - 00:39:07.740] 有件的
[00:39:07.740 - 00:39:09.500] 訪匯和表現
[00:39:09.500 - 00:39:10.860] 我們可以到
[00:39:10.860 - 00:39:12.060] Bulled campaigns
[00:39:12.060 - 00:39:14.380] 就是有一個地方叫Compatence
[00:39:14.380 - 00:39:17.660] 然後在那裡就可以點機Bulled campaigns
[00:39:17.660 - 00:39:19.660] 然後可以到這個顏面
[00:39:19.660 - 00:39:21.820] 在這個顏面我們可以看到
[00:39:21.820 - 00:39:23.980] 我們最近發送的
[00:39:23.980 - 00:39:26.220] 有件的表現
[00:39:26.220 - 00:39:27.820] 然後這要點機
[00:39:27.820 - 00:39:31.420] 旁邊的DWRAPOR就是查看
[00:39:31.420 - 00:39:33.740] 這一份有件的報告
[00:39:33.740 - 00:39:35.740] 就等於是說數據報告
[00:39:35.740 - 00:39:36.940] 我們就可以看到
[00:39:36.940 - 00:39:41.790] 跟全面的數據分析
[00:39:41.790 - 00:39:44.030] 所以我們能看到的新鮮
[00:39:44.030 - 00:39:44.990] 就想
[00:39:44.990 - 00:39:46.990] 這個階屠差不多
[00:39:46.990 - 00:39:48.590] 我們可以按照
[00:39:48.590 - 00:39:50.590] 這份有件的情況
[00:39:50.590 - 00:39:53.230] 來判斷我們做得好不好
[00:39:53.230 - 00:39:54.590] 首先我們可以看到
[00:39:54.590 - 00:39:56.030] 有多少人打開了
[00:39:56.030 - 00:39:57.230] 我們的優件
[00:39:57.230 - 00:39:59.070] 我們還是可以了解
[00:39:59.070 - 00:40:00.750] 有多少人
[00:40:00.750 - 00:40:01.790] 點機了
[00:40:01.790 - 00:40:03.870] 我們有件裡面的
[00:40:03.870 - 00:40:04.510] 一個
[00:40:04.510 - 00:40:05.630] 或者幾個
[00:40:05.630 - 00:40:06.510] 連接
[00:40:06.510 - 00:40:07.150] 比如說
[00:40:07.150 - 00:40:08.110] 我們發的
[00:40:08.110 - 00:40:10.350] 有件是介紹我們長平
[00:40:10.350 - 00:40:11.550] 然後我們在這
[00:40:11.550 - 00:40:12.830] 這份有件裡面
[00:40:12.830 - 00:40:14.190] 加了我們中國
[00:40:14.190 - 00:40:16.110] 知道的
[00:40:16.110 - 00:40:16.750] 主業的
[00:40:16.750 - 00:40:18.510] 連接還是說
[00:40:18.510 - 00:40:20.990] 跟長平介紹相關的
[00:40:20.990 - 00:40:23.470] 其他一些資料的連接
[00:40:23.470 - 00:40:24.910] 我們就可以通過
[00:40:24.910 - 00:40:25.550] 這個
[00:40:25.550 - 00:40:27.070] 沒有趣味的後台
[00:40:27.070 - 00:40:28.190] 可以了解
[00:40:28.190 - 00:40:29.470] 有多少用戶
[00:40:29.470 - 00:40:30.190] 點機了
[00:40:30.190 - 00:40:31.230] 這個連接
[00:40:31.230 - 00:40:33.950] 就說明他們對這個海比較乾興趣
[00:40:33.950 - 00:40:36.190] 就想要點機去看
[00:40:36.190 - 00:40:37.470] 那這個也是我們
[00:40:37.470 - 00:40:38.270] 可以在
[00:40:38.270 - 00:40:41.310] 沒有趣味的後台看到的一部分數據
[00:40:41.310 - 00:40:43.470] 還有另外一種數據叫
[00:40:43.470 - 00:40:45.230] 有件的條處律
[00:40:45.230 - 00:40:46.510] 條處律的意思是
[00:40:46.510 - 00:40:47.230] 用戶
[00:40:47.230 - 00:40:50.270] 它每幫法輸到我們的有件
[00:40:50.270 - 00:40:51.630] 所以這個很多時候
[00:40:51.630 - 00:40:52.590] 身於為
[00:40:52.590 - 00:40:53.630] 讓人身於
[00:40:53.630 - 00:40:54.350] 用戶
[00:40:54.350 - 00:40:56.590] 它給我們提供的有件事
[00:40:56.590 - 00:40:57.550] 寫了部隊
[00:40:57.550 - 00:40:59.550] 可能出現一些
[00:40:59.550 - 00:41:00.990] 平寫錯誤
[00:41:00.990 - 00:41:01.630] 然後
[00:41:01.630 - 00:41:03.150] 或者其他一些方面的
[00:41:03.150 - 00:41:04.750] 錯誤就等於有時說
[00:41:04.750 - 00:41:07.150] 這份有件是
[00:41:07.150 - 00:41:08.030] 每幫法
[00:41:08.030 - 00:41:09.230] 發送給
[00:41:09.230 - 00:41:10.430] 這個有件
[00:41:11.470 - 00:41:12.910] 另外一個點是
[00:41:12.910 - 00:41:14.830] 有件的腿定率
[00:41:14.830 - 00:41:16.750] 對定率的意思是說
[00:41:16.750 - 00:41:18.190] 有多少
[00:41:18.190 - 00:41:19.870] 低越值
[00:41:19.870 - 00:41:20.670] 因為我們
[00:41:20.670 - 00:41:23.070] 發了這份有件以後
[00:41:23.070 - 00:41:24.510] 只想要推定
[00:41:24.510 - 00:41:26.190] 就說明他們可能
[00:41:26.190 - 00:41:27.310] 對我們
[00:41:27.310 - 00:41:29.630] 平時發的內容
[00:41:29.630 - 00:41:31.630] 不產感興趣的用戶
[00:41:31.630 - 00:41:33.710] 所以他們就不才想要
[00:41:33.710 - 00:41:34.270] 管住
[00:41:34.270 - 00:41:35.470] 沒有件以下
[00:41:35.470 - 00:41:36.510] 他們想要聽
[00:41:36.510 - 00:41:37.390] 只收到來
[00:41:37.390 - 00:41:39.230] 是我們的一些更新
[00:41:39.230 - 00:41:39.870] 那就等於
[00:41:39.870 - 00:41:41.710] 是現在微信公眾好一樣的
[00:41:41.710 - 00:41:43.150] 如果你對
[00:41:43.150 - 00:41:44.190] 這個郭忠好
[00:41:44.190 - 00:41:45.950] 最近發送的一些
[00:41:45.950 - 00:41:46.430] 文章
[00:41:46.430 - 00:41:47.950] 不是特別感興趣
[00:41:47.950 - 00:41:50.270] 或者覺得他們寫得不夠好
[00:41:50.270 - 00:41:52.510] 還是有那些方面的問題
[00:41:52.510 - 00:41:54.190] 你可能會想要推定
[00:41:54.190 - 00:41:56.350] 你可能是想要
[00:41:56.350 - 00:41:58.590] 就是不才管住這個郭忠好
[00:41:58.590 - 00:41:59.870] 那這個也是
[00:41:59.870 - 00:42:00.750] 在有件以下
[00:42:00.750 - 00:42:02.830] 可以做的一部分的選擇
[00:42:02.830 - 00:42:04.190] 就等於是說
[00:42:04.190 - 00:42:05.630] 用戶可以選擇
[00:42:05.630 - 00:42:06.910] 它還是想要技術
[00:42:06.910 - 00:42:07.950] 關注你的
[00:42:07.950 - 00:42:08.750] 有件以下
[00:42:08.750 - 00:42:10.990] 漫還是說它想要推定
[00:42:10.990 - 00:42:12.110] 所以推定的部分
[00:42:12.110 - 00:42:15.420] 你會在這裡看到
[00:42:15.420 - 00:42:16.540] 就在這些方面的
[00:42:16.540 - 00:42:18.380] 數據你還是可以看到
[00:42:18.380 - 00:42:20.300] 其他方面的數據
[00:42:20.300 - 00:42:21.180] 比如說
[00:42:21.180 - 00:42:22.300] 你可以看
[00:42:22.300 - 00:42:24.140] 用哪一些
[00:42:24.140 - 00:42:25.420] 可以改上的地方
[00:42:25.420 - 00:42:25.980] 有趣是
[00:42:25.980 - 00:42:27.660] 跟你表體相關的
[00:42:27.660 - 00:42:28.300] 還有
[00:42:28.300 - 00:42:30.300] 跟你有這樣的內容相關的
[00:42:30.300 - 00:42:31.100] 一些建議
[00:42:31.100 - 00:42:32.540] 比如說你可以
[00:42:32.540 - 00:42:33.180] 在這裡
[00:42:33.180 - 00:42:35.180] 可以不重更多的一些信息
[00:42:35.180 - 00:42:37.100] 還有這裡寫的
[00:42:37.100 - 00:42:38.460] 不過準確
[00:42:38.460 - 00:42:40.140] 還有出現一些問題
[00:42:40.140 - 00:42:40.860] 等等
[00:42:40.860 - 00:42:42.220] 你就才這個部分
[00:42:42.220 - 00:42:44.220] 就可以看到更多的一些放quay
[00:42:44.220 - 00:42:45.420] 和建議
[00:42:45.420 - 00:42:46.380] 同時
[00:42:46.380 - 00:42:47.980] 你還是可以看到
[00:42:47.980 - 00:42:49.100] 電距離最高的
[00:42:49.100 - 00:42:49.740] 連接
[00:42:49.740 - 00:42:50.940] 是哪一些
[00:42:50.940 - 00:42:52.700] 比如說你可以看到
[00:42:52.700 - 00:42:53.340] 如果你
[00:42:53.340 - 00:42:56.300] 在以有建裡面加了五個連接
[00:42:56.300 - 00:42:58.060] 那用戶平時是
[00:42:58.060 - 00:42:59.980] 點進哪一些連接比較多
[00:42:59.980 - 00:43:01.900] 比如說他們是
[00:43:01.900 - 00:43:03.660] 點距離的
[00:43:03.660 - 00:43:05.100] 就是點距離
[00:43:05.100 - 00:43:06.940] 點距離最多的
[00:43:06.940 - 00:43:08.540] 連接可能是
[00:43:08.540 - 00:43:10.140] 某一個場平的
[00:43:10.140 - 00:43:10.860] 介紹
[00:43:10.860 - 00:43:12.220] 那說明他們對於這的
[00:43:12.220 - 00:43:13.580] 非常感興趣
[00:43:13.580 - 00:43:15.900] 而可能對其他連接的內容
[00:43:15.900 - 00:43:17.500] 不是很感興趣
[00:43:17.500 - 00:43:18.620] 所以他們才會
[00:43:18.620 - 00:43:20.300] 這定不點擊
[00:43:20.300 - 00:43:22.060] 其他連接
[00:43:22.060 - 00:43:22.940] 同時
[00:43:22.940 - 00:43:25.900] 你還是可以做一個對比
[00:43:25.900 - 00:43:27.900] 你可以瞭解你做的
[00:43:27.900 - 00:43:29.500] 尤其是
[00:43:29.500 - 00:43:30.220] 不管是
[00:43:30.220 - 00:43:31.580] 你平時
[00:43:31.580 - 00:43:33.180] 發的有件的
[00:43:33.180 - 00:43:34.620] 平均表現
[00:43:34.620 - 00:43:36.860] 還有這份有件的表現
[00:43:36.860 - 00:43:38.860] 點其他同行對比
[00:43:38.860 - 00:43:39.660] 是
[00:43:39.660 - 00:43:40.620] 多高
[00:43:40.620 - 00:43:41.580] 是怎麼樣的
[00:43:41.580 - 00:43:42.380] 就是
[00:43:42.380 - 00:43:43.340] 算是好嗎
[00:43:43.340 - 00:43:44.940] 還是需要改善
[00:43:44.940 - 00:43:46.700] 還是怎麼樣的
[00:43:46.700 - 00:43:47.180] 這個
[00:43:47.180 - 00:43:48.300] 是你在
[00:43:48.300 - 00:43:49.740] 這裡可以看到
[00:43:49.740 - 00:43:50.460] 也可以做
[00:43:50.460 - 00:43:51.420] 不同方面的
[00:43:51.420 - 00:43:51.820] 對比
[00:43:51.820 - 00:43:53.020] 比如說你可以對比
[00:43:54.220 - 00:43:55.900] 有建的點距離
[00:43:55.900 - 00:43:56.620] 還可以
[00:43:56.620 - 00:43:58.060] 對比
[00:43:58.060 - 00:43:59.580] 有建的打開率
[00:43:59.580 - 00:44:01.020] 還可以對比
[00:44:01.020 - 00:44:01.900] 對
[00:44:01.900 - 00:44:04.060] 訂閱著的腿領率
[00:44:04.060 - 00:44:05.500] 這些你都可以對比
[00:44:05.500 - 00:44:07.500] 四十堆比
[00:44:12.690 - 00:44:14.530] 多時你還是可以
[00:44:14.530 - 00:44:16.530] 分析
[00:44:16.530 - 00:44:19.490] 總理發送這份有件
[00:44:19.490 - 00:44:23.330] 還沒有超過24小時的
[00:44:23.330 - 00:44:24.610] 擁護
[00:44:24.610 - 00:44:27.330] 行為是什麼
[00:44:27.330 - 00:44:29.570] 就等於你可以看一下
[00:44:29.570 - 00:44:31.330] 你發了以後
[00:44:31.330 - 00:44:33.490] 是不是馬上有很多很多人
[00:44:33.490 - 00:44:34.850] 都想要看
[00:44:34.850 - 00:44:37.170] 想要打開你的有件還是說
[00:44:37.170 - 00:44:39.490] 他們是
[00:44:39.490 - 00:44:40.370] 就是
[00:44:40.370 - 00:44:42.290] 過了更長的時間
[00:44:42.290 - 00:44:43.570] 猜打開了
[00:44:43.570 - 00:44:44.290] 那這個
[00:44:44.290 - 00:44:46.930] 一邊是說明他們可能對你
[00:44:46.930 - 00:44:48.290] 對你的有件的
[00:44:48.290 - 00:44:49.810] 那還是比較感興趣
[00:44:49.810 - 00:44:50.930] 所以他們有一點
[00:44:50.930 - 00:44:51.650] 期待的
[00:44:51.650 - 00:44:52.290] 受到你的
[00:44:52.290 - 00:44:53.250] 有件
[00:44:53.250 - 00:44:54.290] 樣子是說
[00:44:54.290 - 00:44:56.850] 你可能發的有件的事件
[00:44:56.850 - 00:44:58.130] 可能是
[00:44:58.130 - 00:44:59.330] 跟他們的
[00:44:59.330 - 00:44:59.730] 是
[00:44:59.730 - 00:45:01.170] 跟他們那裡的時間
[00:45:01.170 - 00:45:02.530] 不算很疲憲的
[00:45:02.530 - 00:45:04.930] 就等於你可能是
[00:45:04.930 - 00:45:06.210] 中國
[00:45:06.210 - 00:45:07.730] 在中國是早上的時候
[00:45:07.730 - 00:45:08.450] 你就發
[00:45:08.450 - 00:45:09.170] 但是
[00:45:09.170 - 00:45:10.610] 在歐洲
[00:45:10.610 - 00:45:11.970] 大家還沒有氣狀
[00:45:11.970 - 00:45:13.010] 所以這個時間
[00:45:13.010 - 00:45:14.530] 就有點不準確的
[00:45:14.530 - 00:45:16.130] 所以說明你還是需要
[00:45:16.130 - 00:45:17.010] 往一點發
[00:45:17.010 - 00:45:17.970] 可能會
[00:45:17.970 - 00:45:18.850] 讓永護
[00:45:18.850 - 00:45:20.210] 儘快收到
[00:45:20.210 - 00:45:23.890] 想要馬上就看你的有件
[00:45:23.890 - 00:45:26.050] 同時你還是可以看
[00:45:26.050 - 00:45:26.850] 你的訂閱
[00:45:26.850 - 00:45:28.450] 是來自哪一些
[00:45:28.450 - 00:45:29.570] 地區
[00:45:29.570 - 00:45:30.530] 有趣是
[00:45:30.530 - 00:45:32.370] 你可以看到
[00:45:32.370 - 00:45:34.530] 打開這份有件的
[00:45:34.530 - 00:45:35.570] 訂閱著
[00:45:35.570 - 00:45:36.930] 之中
[00:45:36.930 - 00:45:37.490] 來
[00:45:37.490 - 00:45:38.370] 他們是
[00:45:38.370 - 00:45:39.970] 來自哪一些國家
[00:45:39.970 - 00:45:41.730] 哪一些地區等等
[00:45:41.730 - 00:45:42.130] 所以
[00:45:42.130 - 00:45:43.410] 這樣就可以了解
[00:45:43.410 - 00:45:44.610] 你就可以了解
[00:45:44.610 - 00:45:45.250] 有說你
[00:45:45.250 - 00:45:46.930] 你又會擺個訂閱著
[00:45:46.930 - 00:45:48.770] 然後你給一擺個訂閱著
[00:45:48.770 - 00:45:49.650] 發送
[00:45:49.650 - 00:45:50.930] 這份有件的時候
[00:45:50.930 - 00:45:51.410] 你發現
[00:45:51.410 - 00:45:52.210] 其實
[00:45:52.210 - 00:45:54.930] 跟這個產品系列相關的
[00:45:54.930 - 00:45:55.970] 打開率
[00:45:55.970 - 00:45:57.410] 最高的
[00:45:57.410 - 00:45:59.010] 地區是
[00:45:59.010 - 00:45:59.810] 退耳其
[00:45:59.810 - 00:46:01.330] 那生命可能退耳其
[00:46:01.330 - 00:46:01.730] 用護
[00:46:01.730 - 00:46:03.490] 他們對這個產品
[00:46:03.490 - 00:46:05.090] 還是特別感興趣
[00:46:05.090 - 00:46:05.890] 所以你就可以
[00:46:05.890 - 00:46:06.690] 再
[00:46:06.690 - 00:46:08.450] 給他們發更多的
[00:46:08.450 - 00:46:11.250] 跟這個產品系列相關的
[00:46:11.250 - 00:46:13.090] 內容和有件
[00:46:13.090 - 00:46:13.970] 所以我們剛才
[00:46:13.970 - 00:46:15.330] 使到的內容也是
[00:46:15.330 - 00:46:16.130] 跟
[00:46:16.130 - 00:46:17.410] 你已經發送你
[00:46:17.410 - 00:46:19.090] 有件以後
[00:46:19.090 - 00:46:20.130] 怎麼做
[00:46:20.130 - 00:46:21.090] 有件的
[00:46:21.090 - 00:46:22.290] 出去分析
[00:46:22.290 - 00:46:23.090] 怎麼了解
[00:46:23.090 - 00:46:23.890] 你在
[00:46:23.890 - 00:46:24.930] 沒有進破壇
[00:46:24.930 - 00:46:26.930] 能抗到的一部分出去
[00:46:26.930 - 00:46:28.450] 他們是什麼意思呢
[00:46:28.450 - 00:46:31.490] 然後你可以關注哪一些點等等
[00:46:31.490 - 00:46:32.130] 所以
[00:46:32.130 - 00:46:33.250] 這個是
[00:46:33.250 - 00:46:35.650] 能給我們一部分的
[00:46:35.650 - 00:46:36.210] 蓄具
[00:46:36.210 - 00:46:37.010] 可以參考
[00:46:37.010 - 00:46:38.370] 可以對比
[00:46:38.370 - 00:46:40.370] 當然最管助的是說
[00:46:40.370 - 00:46:40.930] 用護
[00:46:40.930 - 00:46:42.210] 先需要打開
[00:46:42.210 - 00:46:43.250] 我們有件
[00:46:43.250 - 00:46:45.730] 所以我們特別需要管助的是
[00:46:45.730 - 00:46:47.330] 打開率
[00:46:47.330 - 00:46:49.730] 因為打開率是說明
[00:46:49.730 - 00:46:50.370] 用護
[00:46:50.370 - 00:46:52.050] 他至少是想要看
[00:46:52.050 - 00:46:53.730] 我們有件的內容
[00:46:53.730 - 00:46:54.850] 就在因為你們平時
[00:46:54.850 - 00:46:55.570] 打開你們的
[00:46:55.570 - 00:46:56.210] 有像
[00:46:56.210 - 00:46:58.770] 如果你們甚至倒不開
[00:46:58.770 - 00:46:59.970] 以分有件的內容
[00:46:59.970 - 00:47:01.730] 那說明你們真
[00:47:01.730 - 00:47:04.290] 這份有件不是很感興趣
[00:47:04.290 - 00:47:06.610] 所以你自己需要管助的點
[00:47:06.610 - 00:47:08.290] 是打開率的部分
[00:47:08.290 - 00:47:08.930] 因為
[00:47:08.930 - 00:47:10.370] 如果你比如說你打開
[00:47:10.370 - 00:47:11.330] 你的有像
[00:47:11.330 - 00:47:13.730] 然後打開你的有像的時候
[00:47:13.730 - 00:47:15.410] 你
[00:47:15.410 - 00:47:17.410] 你還不像要打開
[00:47:17.410 - 00:47:18.290] 某一個
[00:47:18.290 - 00:47:20.130] 某一份有件的內容
[00:47:20.130 - 00:47:21.410] 比如說你不像要看
[00:47:21.410 - 00:47:22.530] 這份有件的內容
[00:47:22.530 - 00:47:23.890] 是寫什麼
[00:47:23.890 - 00:47:25.570] 那說明這份有件
[00:47:25.570 - 00:47:27.490] 對你來說不夠有心理
[00:47:27.490 - 00:47:28.370] 你會覺得
[00:47:28.370 - 00:47:29.170] 這份有件
[00:47:29.170 - 00:47:31.170] 我不是特別想要看的
[00:47:31.170 - 00:47:32.770] 我可以自己的忽略
[00:47:32.770 - 00:47:34.690] 或者玩一點看
[00:47:34.690 - 00:47:37.330] 所以你最需要管助的是
[00:47:37.330 - 00:47:38.690] 用護
[00:47:38.690 - 00:47:39.810] 他們
[00:47:39.810 - 00:47:41.490] 手到你的有件的時候
[00:47:41.490 - 00:47:44.930] 他們的打開率
[00:47:44.930 - 00:47:45.970] 是多少
[00:47:45.970 - 00:47:47.410] 就等於是這份有件的
[00:47:47.410 - 00:47:48.770] 打開率是多少
[00:47:48.770 - 00:47:50.290] 那人說明
[00:47:50.290 - 00:47:51.970] 你
[00:47:51.970 - 00:47:53.490] 你未來
[00:47:53.490 - 00:47:54.690] 能打到的
[00:47:54.690 - 00:47:56.130] 一部分效果
[00:47:56.130 - 00:47:56.850] 是多少
[00:47:56.850 - 00:47:58.050] 就等於是說
[00:47:58.050 - 00:47:59.570] 如果沒有用護
[00:47:59.570 - 00:48:01.090] 打開你的有件
[00:48:01.090 - 00:48:03.250] 那很可能就沒有用護
[00:48:03.250 - 00:48:04.050] 點擊你
[00:48:04.050 - 00:48:05.810] 有件裡面的一個連接
[00:48:05.810 - 00:48:08.210] 那更可能也沒有用護
[00:48:08.210 - 00:48:09.250] 轉到你
[00:48:09.250 - 00:48:10.850] 中國製造主業
[00:48:10.850 - 00:48:12.850] 也更沒有用護
[00:48:12.850 - 00:48:14.370] 給你留一個新盤
[00:48:14.370 - 00:48:15.010] 就等於是說
[00:48:15.010 - 00:48:17.570] 就是一整一整一整的流程
[00:48:17.570 - 00:48:18.530] 就等於是
[00:48:18.530 - 00:48:20.370] 你現在讓你用護打開
[00:48:20.370 - 00:48:21.890] 你的有件以後
[00:48:21.890 - 00:48:24.130] 才可能會讓他們點擊
[00:48:24.130 - 00:48:26.370] 你有件裡面的某一個連接
[00:48:26.370 - 00:48:28.210] 才可能會讓他們
[00:48:28.210 - 00:48:29.490] 願意調到你
[00:48:29.490 - 00:48:30.770] 中國製造主業
[00:48:30.770 - 00:48:32.370] 才可能會讓他們
[00:48:32.370 - 00:48:34.130] 給你留一個循環
