# 新课抢先学_4. 参展攻略（上）

language=zh
language_probability=1.000
model=tiny

[00:00:00.000 - 00:00:08.590] 首先我在這一個展規的課上
[00:49:03.480 - 00:49:05.080] 當一個客戶專業的時候
[00:49:05.080 - 00:49:06.120] 你可以快速了
[00:49:06.120 - 00:49:07.720] 了解通過他的原因
[00:49:07.720 - 00:49:08.920] 喜歡的原因
[00:49:08.920 - 00:49:11.400] 你要解到這個客戶所寫的
[00:49:11.400 - 00:49:13.640] 第二個原因在於
[00:49:13.640 - 00:49:15.640] 就是他感興趣原因在於
[00:49:15.640 - 00:49:18.360] 他可以
[00:49:18.760 - 00:49:22.440] 這個專注你的真正的一個
[00:49:22.440 - 00:49:24.680] 這個產品的優勢
[00:49:24.680 - 00:49:26.280] 那麼不一樣的人
[00:49:26.280 - 00:49:28.280] 對你的喜歡點不一樣
[00:49:28.280 - 00:49:31.240] 你找到了他們能走到這樣的優勢
[00:49:31.240 - 00:49:33.720] 說明這個是吸引客戶的
[00:49:33.720 - 00:49:35.640] 那麼這個優勢你要思考一下
[00:49:35.640 - 00:49:38.040] 合理一開始所準備的優勢
[00:49:38.040 - 00:49:39.160] 是否疲慨
[00:49:39.160 - 00:49:40.680] 還是他只是一個圈外人
[00:49:40.680 - 00:49:42.600] 他並不是很了解
[00:49:42.600 - 00:49:44.200] 這個你要去思考
[00:49:44.200 - 00:49:46.760] 那麼第三個產品的興趣體驗
[00:49:46.760 - 00:49:48.840] 即使否是需要報價
[00:49:48.840 - 00:49:50.040] 好那感興原因
[00:49:50.040 - 00:49:53.240] 那麼把興趣這個聚焦
[00:49:53.240 - 00:49:56.040] 聚焦到某一個點上面
[00:49:56.040 - 00:49:57.640] 你不管說用有什麼
[00:49:57.640 - 00:50:00.200] 你比如說我的一個屬標
[00:50:00.200 - 00:50:01.480] 他我喜歡他
[00:50:01.480 - 00:50:02.520] 他好在哪
[00:50:02.520 - 00:50:04.200] 那他就是一個手感舒服
[00:50:04.200 - 00:50:05.320] 拿的清氣
[00:50:05.320 - 00:50:06.600] 那麼第二個喜歡他
[00:50:06.600 - 00:50:07.640] 原因他可以充電
[00:50:07.640 - 00:50:09.000] 免去的電池
[00:50:09.000 - 00:50:10.840] 就這兩題這幾點的話
[00:50:10.840 - 00:50:12.840] 就已經很夠心補了
[00:50:12.840 - 00:50:14.360] 而且大哥價格便宜
[00:50:14.360 - 00:50:17.720] 所以要把點的弄清楚
[00:50:17.720 - 00:50:20.440] 第二 後面就是接著就是
[00:50:20.440 - 00:50:22.440] 是否需要報價
[00:50:22.440 - 00:50:25.400] 因為一般來說要報價的話
[00:50:25.400 - 00:50:28.440] 事實上他是真的能感興趣的
[00:50:28.440 - 00:50:29.960] 所以報價之前
[00:50:29.960 - 00:50:32.040] 需要了解客戶的數量
[00:50:32.040 - 00:50:33.960] 有的人只是散散的
[00:50:33.960 - 00:50:35.000] 跟你要個報價
[00:50:35.000 - 00:50:36.760] 還給他們一 Pro 也是
[00:50:36.760 - 00:50:37.800] 但是這樣的客戶
[00:50:37.800 - 00:50:39.200] 並不是你重點需要
[00:50:39.200 - 00:50:40.520] 跟弄的客戶
[00:50:40.520 - 00:50:42.440] 很多時候你是需要是
[00:50:42.440 - 00:50:44.360] 萬清鼠他的量
[00:50:44.360 - 00:50:45.880] 他認為這個市場到底是
[00:50:45.880 - 00:50:46.920] 怎麼樣那個情況
[00:50:46.920 - 00:50:48.440] 市場容量大概是多少
[00:50:48.440 - 00:50:49.720] 他在這個市場的中所
[00:50:49.720 - 00:50:51.880] 贊有的決設是怎麼樣
[00:50:51.880 - 00:50:53.720] 現在都是需要借我下來
[00:50:53.720 - 00:50:55.960] 那麼後面的第四個
[00:50:55.960 - 00:50:57.080] 你要這麼多了
[00:50:57.080 - 00:50:59.240] 因為他你是徹甄為的
[00:50:59.240 - 00:51:01.240] 所以羅基上來說
[00:51:01.240 - 00:51:03.640] 他肯定是先瞭解你的
[00:51:03.640 - 00:51:05.160] 那瞭解你之後
[00:51:05.160 - 00:51:07.000] 該你去瞭解他了
[00:51:07.000 - 00:51:07.960] 所以瞭解他的話
[00:51:07.960 - 00:51:09.080] 瞭解他的話
[00:51:09.080 - 00:51:12.520] 話題就是目前主要的業務是什麼
[00:51:12.520 - 00:51:14.120] 你根據他主要的業務
[00:51:14.120 - 00:51:15.400] 你在往下專
[00:51:15.400 - 00:51:16.840] 你就是看他的業務
[00:51:16.840 - 00:51:18.600] 跟你業務是不是從點
[00:51:18.600 - 00:51:20.920] 是從點那肯定是錢再客戶
[00:51:20.920 - 00:51:22.120] 如果是相關
[00:51:22.120 - 00:51:23.560] 那麼你要去摸清楚
[00:51:23.560 - 00:51:26.040] 到底在哪個點上相關
[00:51:26.040 - 00:51:29.560] 然後找到這個主型的業務之後
[00:51:29.560 - 00:51:31.560] 你要往下摸清楚
[00:51:31.560 - 00:51:33.560] 他到底是
[00:51:33.560 - 00:51:36.120] 喜歡在做這個東西
[00:51:36.120 - 00:51:37.800] 這個現有的客戶
[00:51:37.800 - 00:51:40.520] 有沒有做過國際貿易
[00:51:40.520 - 00:51:41.800] 包括做國際貿易
[00:51:41.800 - 00:51:43.320] 以前是做什麼樣的情況
[00:51:43.320 - 00:51:46.040] 這個東西是要你不要出來的
[00:51:46.040 - 00:51:48.680] 最後就是第五個
[00:51:48.680 - 00:51:51.080] 你要了這麼多了
[00:51:51.080 - 00:51:54.040] 反客市和徹者的部分樣品
[00:51:54.040 - 00:51:56.040] 當他徹者部分樣品的時候
[00:51:56.040 - 00:51:56.920] 他是真的敢
[00:51:56.920 - 00:51:58.600] 因為他可能回去徹者
[00:51:58.600 - 00:52:00.600] 或者去拉開吃食用
[00:52:00.600 - 00:52:01.800] 而且你當
[00:52:01.800 - 00:52:04.280] 他有第二層就是
[00:52:04.280 - 00:52:07.320] 你免許他拉走一樣品的時候
[00:52:07.320 - 00:52:08.920] 說明了你
[00:52:08.920 - 00:52:11.800] 你對他的專業性有了一定的任何
[00:52:11.800 - 00:52:13.640] 你是想和他承擔的
[00:52:13.640 - 00:52:17.080] 所以兩方面都有了一個最基本的概念的時候
[00:52:17.080 - 00:52:19.720] 那麼有一個最基本的一個了解之後
[00:52:19.720 - 00:52:22.280] 去做樣品是實實在在的
[00:52:22.280 - 00:52:23.560] 在這樣的情況下
[00:52:23.560 - 00:52:27.160] 我建議大家你可以觀察
[00:52:27.160 - 00:52:29.560] 一般來說能夠彼此聊到
[00:52:29.560 - 00:52:32.280] 十分鐘以上的客戶
[00:52:32.280 - 00:52:34.840] 那肯定是中點客戶
[00:52:34.840 - 00:52:36.760] 一定要記錄下來
[00:52:36.760 - 00:52:39.800] 十分鐘十分鐘可以聊很多了
[00:52:39.800 - 00:52:40.280] 了有
[00:52:40.280 - 00:52:41.640] 如果說一般年
[00:52:41.640 - 00:52:43.480] 你認為一分鐘就查查了
[00:52:43.480 - 00:52:44.840] 是後點頭之焦
[00:52:44.840 - 00:52:47.560] 講了兩三句話一分鐘兩分鐘的話
[00:52:47.560 - 00:52:49.240] 這樣了客戶一般都是走馬
[00:52:49.240 - 00:52:52.280] 關話或者是他並非你的專業
[00:52:52.280 - 00:52:53.960] 最可惡
[00:52:59.670 - 00:53:02.550] 那麼我們這次當中一開始的這一層
[00:53:02.550 - 00:53:04.710] 我們在觀察一下客戶
[00:53:04.710 - 00:53:08.150] 所謂的我們客戶是源於訪客對不對
[00:53:08.150 - 00:53:10.790] 訪客我總結了四層
[00:53:10.790 - 00:53:12.790] 就觀察你可以看訪客
[00:53:12.790 - 00:53:15.830] 第一個訪客的人數
[00:53:15.830 - 00:53:18.390] 剛開始如果說這個訪客的人數
[00:53:18.390 - 00:53:20.790] 會非常一個人的話
[00:53:20.790 - 00:53:22.310] 一般情況也兩種
[00:53:22.310 - 00:53:26.310] 第一個這是一個小公司老闆一個人來的
[00:53:26.310 - 00:53:29.190] 他王王說因為他是在自己的本國
[00:53:29.190 - 00:53:31.270] 或者是外國來的時候
[00:53:31.270 - 00:53:33.750] 他的這個企業不是特別的大
[00:53:33.750 - 00:53:35.590] 你想想看你一個中國的一個
[00:53:35.590 - 00:53:37.590] 中小企業可能都太兩人來
[00:53:37.590 - 00:53:40.630] 他的老闆怎麼會派一個人來的對吧
[00:53:40.630 - 00:53:43.030] 第二個就是
[00:53:43.030 - 00:53:44.950] 這個訪客一個人的時候
[00:53:44.950 - 00:53:47.590] 是說明就是根本不是你的做人口
[00:53:47.590 - 00:53:48.470] 他有可能是
[00:53:48.470 - 00:53:50.630] 雷雕姐這個是在為了行情的
[00:53:50.630 - 00:53:52.870] 有可能是其他參展公司
[00:53:52.870 - 00:53:54.310] 或者舉辦方
[00:53:54.310 - 00:53:55.590] 展會舉辦方等等
[00:53:55.590 - 00:53:56.950] 或者發明天
[00:53:56.950 - 00:54:00.070] 或者讓你參加其他的展會之類的
[00:54:00.070 - 00:54:02.470] 所以單個人的時候一般很想說
[00:54:02.470 - 00:54:05.430] 有一些非常大的客戶
[00:54:05.430 - 00:54:09.670] 第二個就反客的整體的一種
[00:54:09.670 - 00:54:12.070] 有沒有穿術山有沒有西裝
[00:54:12.070 - 00:54:15.190] 或者是統一的公司的服裝
[00:54:15.190 - 00:54:17.510] 穿推穿西裝的話說明他
[00:54:17.510 - 00:54:21.830] 事實上是想來做神影的像給別人留下好的影響
[00:54:21.830 - 00:54:25.750] 因為他對自己有了一個簡單的打擊
[00:54:25.750 - 00:54:28.630] 最厲害的是統一的公司服裝
[00:54:28.630 - 00:54:31.910] 這樣的公司絕對是中大型企業的
[00:54:31.910 - 00:54:32.710] 為什麼
[00:54:32.710 - 00:54:36.790] 因為設計服裝製造花時間要錢的
[00:54:36.790 - 00:54:39.830] 而且這是給別人一個整體的性的影響
[00:54:39.830 - 00:54:42.790] 真的能夠到你展會上來談的
[00:54:42.790 - 00:54:44.630] 這樣的人是非常重要的
[00:54:44.630 - 00:54:47.670] 我曾經在美國展參加過一次軟件展的
[00:54:47.670 - 00:54:50.070] 那麼我的客戶是微軟公司
[00:54:50.070 - 00:54:52.070] 微軟公司一來
[00:54:52.070 - 00:54:53.430] 四個人
[00:54:53.430 - 00:54:54.710] 坐下來
[00:54:54.710 - 00:54:56.310] 持上只有兩萬人的問題
[00:54:56.310 - 00:54:58.550] 加兩人是聽去參考學習
[00:54:58.550 - 00:55:01.030] 統一了一個Microsoft
[00:55:01.030 - 00:55:05.910] 那麼這個就是給人感覺到的平台的立案
[00:55:05.910 - 00:55:09.750] 第三個就是手上所拉的務件
[00:55:09.750 - 00:55:11.750] 一般來說
[00:55:11.750 - 00:55:17.030] 專業客戶手上不會拉特別多的務件
[00:55:17.030 - 00:55:19.350] 或者特別多的宣傳單頁
[00:55:19.350 - 00:55:20.890] 他只會選擇
[00:55:20.890 - 00:55:22.790] 他感興趣的幾家
[00:55:22.790 - 00:55:25.350] 去拉一下宣傳單頁回去
[00:55:25.350 - 00:55:26.790] 再去查看
[00:55:26.790 - 00:55:28.390] 他不會拉特別多
[00:55:28.390 - 00:55:30.390] 他不會拉一頭
[00:55:30.390 - 00:55:31.430] 而且
[00:55:31.430 - 00:55:32.550] 如果他又展望的話
[00:55:32.550 - 00:55:33.990] 他急起來很多
[00:55:33.990 - 00:55:35.910] 他又要到這裡出來
[00:55:35.910 - 00:55:38.950] 他也不會帶來一些單頁的
[00:55:38.950 - 00:55:41.430] 所以手上拉單頁務件的多半
[00:55:41.430 - 00:55:43.510] 就是過來逛街的
[00:55:43.510 - 00:55:44.950] 過來逛展會了
[00:55:44.950 - 00:55:47.430] 他一般都不是理重點客戶
[00:55:47.430 - 00:55:50.470] 所以你在這個時候你就已經可以
[00:55:50.470 - 00:55:52.550] 去初步的
[00:55:52.550 - 00:55:54.630] 變變出這個客戶
[00:55:54.630 - 00:55:58.070] 是不是我的重點客戶
[00:55:58.070 - 00:55:59.190] 最後一個人就是
[00:55:59.190 - 00:56:01.750] 是否有翻譯一同前來
[00:56:01.750 - 00:56:06.150] 當一個展會上有帶著翻譯一同前來的時候
[00:56:06.150 - 00:56:08.790] 說明他是第一個
[00:56:08.790 - 00:56:11.110] 他非常想做國際音
[00:56:11.110 - 00:56:13.030] 而且他非常熱鬥
[00:56:13.030 - 00:56:14.630] 第二他很專業
[00:56:14.630 - 00:56:17.350] 他帶了翻譯來的時候說明
[00:56:17.350 - 00:56:19.190] 他想把最專業的一面
[00:56:19.190 - 00:56:22.070] 用通過翻譯的語言去分享給你
[00:56:22.070 - 00:56:27.300] 建立溝通
[00:56:27.300 - 00:56:31.060] 但是同時帶著翻譯一同前來的
[00:56:31.060 - 00:56:32.820] 有個前提是什麼呢
[00:56:32.820 - 00:56:34.820] 就是他的
[00:56:34.820 - 00:56:38.180] 可能音語不是非常好
[00:56:38.180 - 00:56:40.900] 或者他基本不會說中文
[00:56:40.900 - 00:56:42.020] 也要可能是西班牙
[00:56:42.020 - 00:56:45.220] 有個普拉牙與獲得其他法律小魚種等等
[00:56:45.220 - 00:56:47.060] 所以在這樣的情況下面的話
[00:56:47.060 - 00:56:49.220] 你要思考清楚
[00:56:50.180 - 00:56:52.500] 一旦建立了年系之後
[00:56:52.500 - 00:56:54.660] 日本怎麼要去溝通
[00:56:54.660 - 00:56:57.380] 日本要去參登年系
[00:56:57.380 - 00:56:59.620] 這個你要和他討論清楚
[00:56:59.620 - 00:57:02.900] 來給大家看一下兩張專業的照片
[00:57:02.900 - 00:57:05.140] 第一張就是一個專業的客戶
[00:57:05.140 - 00:57:07.380] 和一個參展上
[00:57:07.380 - 00:57:09.460] 一起討論的一些內容
[00:57:09.460 - 00:57:11.380] 你看到的穿著打扮
[00:57:11.380 - 00:57:13.460] 都是很幹年的
[00:57:13.460 - 00:57:15.300] 第二二個右邊的
[00:57:15.300 - 00:57:18.020] 就是一個非常更加專業的
[00:57:18.020 - 00:57:19.060] 一個參展隊伍
[00:57:19.060 - 00:57:20.740] 那麼都帶什麼東西
[00:57:20.740 - 00:57:23.060] 很有一個黑客帝國的感覺
[00:57:23.060 - 00:57:27.460] 但是這種西裝格你格女的感覺
[00:57:27.460 - 00:57:29.300] 是非常有吸引你的
[00:57:29.300 - 00:57:30.660] 也有非常有氣場
[00:57:30.660 - 00:57:31.940] 這樣的客戶
[00:57:31.940 - 00:57:33.060] 飛貴技夫
[00:57:33.060 - 00:57:35.300] 基本上都是非常大的客戶
[00:57:35.300 - 00:57:36.020] 好了
[00:57:36.020 - 00:57:37.460] 我們剛剛聊到很多
[00:57:37.460 - 00:57:38.180] 那麼這一會
[00:57:38.180 - 00:57:41.460] 我們聊一下這個重要客戶的預約
[00:57:41.460 - 00:57:43.780] 因為為什麼要做到客戶預約
[00:57:43.780 - 00:57:46.820] 因為你在去一個選擇的一個展會之前
[00:57:46.820 - 00:57:51.780] 你最起碼你要和當地的幾個展商
[00:57:51.780 - 00:57:53.140] 有了初步的聯繫
[00:57:53.140 - 00:57:56.020] 有一個潛在客戶會有個初步的聯繫
[00:57:56.020 - 00:57:57.780] 你只有有12.5mm
[00:57:57.780 - 00:58:00.100] 你不可能在這個市場上
[00:58:00.100 - 00:58:01.060] 你是空白的
[00:58:01.060 - 00:58:03.380] 你沒有了解過市場沒有客戶
[00:58:03.380 - 00:58:05.460] 沒有了解過你就去了
[00:58:05.460 - 00:58:07.060] 那是不行的
[00:58:07.060 - 00:58:08.740] 至少有過初步的了解
[00:58:08.740 - 00:58:10.340] 然後彼此有過交流
[00:58:10.340 - 00:58:13.220] 你才可以跟著深入地去交流
[00:58:13.220 - 00:58:15.140] 第一個就預定好展會後
[00:58:15.140 - 00:58:17.540] 就可以發遊艦給當地潛在客戶
[00:58:17.540 - 00:58:19.540] 我做了一個模板給大家
[00:58:19.540 - 00:58:20.740] 比如說第二次
[00:58:20.740 - 00:58:23.220] itsmaid player to write email to you
[00:58:23.220 - 00:58:24.740] 上了一些寫這個
[00:58:24.740 - 00:58:26.020] 然後呢 last week
[00:58:26.020 - 00:58:28.820] 我們就直接了我們已經
[00:58:28.820 - 00:58:30.100] already booked
[00:58:30.100 - 00:58:33.060] 強調了我們已經做好什麼事
[00:58:33.060 - 00:58:34.100] 第二個就是
[00:58:34.100 - 00:58:35.620] I also figured
[00:58:35.620 - 00:58:38.980] 一個的hibitions in not far from your city
[00:58:38.980 - 00:58:40.580] 那麼我同時也發現
[00:58:40.580 - 00:58:43.060] 這個是立刻和他建立聯繫
[00:58:43.060 - 00:58:45.060] 造轉化體
[00:58:45.060 - 00:58:47.540] 一刻產生一種年輕感覺
[00:58:47.540 - 00:58:48.100] 你看
[00:58:48.100 - 00:58:49.540] 立刻轉到了
[00:58:49.540 - 00:58:51.300] 離離不遠的地方
[00:58:51.300 - 00:58:52.020] 所以
[00:58:52.020 - 00:58:55.300] 那私生情的邀請他去參加我們這次
[00:58:55.300 - 00:58:57.140] 展會可不可以
[00:58:57.140 - 00:58:59.140] 然後再加一層
[00:58:59.140 - 00:59:01.860] 為了要 also bring out a product
[00:59:01.860 - 00:59:02.900] 是 loser
[00:59:02.900 - 00:59:05.860] 然後再強調你這個 product or loser
[00:59:05.860 - 00:59:07.460] 做有
[00:59:07.460 - 00:59:10.580] 他繼續強調能夠幫上什麼樣的毛
[00:59:10.580 - 00:59:13.140] 然後立刻就收
[00:59:13.140 - 00:59:14.740] 聊了這些收
[00:59:14.740 - 00:59:17.540] 收了就是我們希望和你再讓見到
[00:59:17.540 - 00:59:18.500] 那麼這樣的話
[00:59:18.500 - 00:59:19.860] 一個簡單的郵件
[00:59:19.860 - 00:59:21.380] 兩百多字的郵件
[00:59:21.380 - 00:59:23.700] 立刻和客戶能能產生年輕
[00:59:23.700 - 00:59:25.700] 這樣的郵件我建議大家
[00:59:25.700 - 00:59:27.840] 不要僅僅担認為是
[00:59:27.840 - 00:59:29.380] 對一億億月好的客戶
[00:59:29.380 - 00:59:30.580] 不要僅僅担oster
[00:59:30.580 - 00:59:32.580] 向廣告懲罰一樣
[00:59:32.580 - 00:59:36.740] 而是有針對性的去發送一些郵件
[00:59:36.740 - 00:59:37.880] 然後第二個
[00:59:37.880 - 00:59:39.200] 就是地 affER則是
[00:59:39.200 - 00:59:40.120] 中年約客戶
[00:59:40.120 - 00:59:43.400] 那是你當定好展未的時候
[00:59:43.400 - 00:59:44.080] 一般來說呢
[00:59:44.080 - 00:59:45.080] 我們會提見半年
[00:59:45.080 - 00:59:47.600] 或大半年進行轉位
[00:59:47.600 - 00:59:49.240] 那剛剛開始劇體確定
[00:59:49.240 - 00:59:51.320] 越約的時間刻、談什麼
[00:59:51.320 - 00:59:51.780] 20歲時
[00:59:51.780 - 00:59:53.360] 最好吃在轉會
[00:59:53.360 - 00:59:59.160] 咱们会一个月前之前那么有一个具体的确认语员的时间段和地点
[00:59:59.160 - 01:00:01.160] 比如说,第二什么什么?
[01:00:01.160 - 01:00:03.440] 第一个是被制定的靠命数
[01:00:03.440 - 01:00:06.320] 我一样的排阳了一副也笔了
[01:00:06.320 - 01:00:10.440] 那么有了减火的简单仔细的之后,养后
[01:00:10.440 - 01:00:12.480] 立刻接下去
[01:00:12.480 - 01:00:15.560] And we would like catch up time to make you
[01:00:15.560 - 01:00:20.760] 这个时候,养后有看着硬封,而有封封,而有封,而有封,而有封,而有封,而有封。
[01:00:20.760 - 01:00:23.280] We'd do the better to greating.
[01:00:23.280 - 01:00:30.560] 所以这个就简单了一下,简单了一下交流了一下
[01:00:30.560 - 01:00:36.160] 那么这个确认要开始之前确认的时间
[01:00:36.160 - 01:00:41.480] 我一般来说月专业的科学,确认时间月存,它甚至都给你
[01:00:41.480 - 01:00:47.040] 大概确认好会议的时间段,大概是30分钟,还是一个小人还两个好事
[01:00:47.040 - 01:00:49.040] 都会体验跟你说清楚的
[01:00:49.480 - 01:00:51.560] 那么到第三步,这个两个了
[01:00:51.560 - 01:00:55.520] 那么,第三个就是重点科学的年轻一两天
[01:00:55.520 - 01:01:01.440] 和科学的最重要的电话确认一下,一面科学有时不能接见
[01:01:01.440 - 01:01:08.720] 最重要的电话确认一下,人家认认说明人家认为你做实认真复得小心紧摄
[01:01:08.720 - 01:01:11.240] 以后愿意一颗对做生意
[01:01:11.240 - 01:01:16.480] 不要怕打扰科学,这个时候你早上,它不认为你是打扰她的
[01:01:16.480 - 01:01:20.960] 所以你最好,如果一般有电话,你现在直接就可以加我次April
[01:01:20.960 - 01:01:23.120] 你直接我次April留言就好了
[01:01:23.120 - 01:01:28.000] 那么它认和时候都可以回复你,它只要确认,OK,就没问题了
[01:01:28.000 - 01:01:30.560] 那么前三步是约了
[01:01:30.560 - 01:01:34.920] 那么到第四步就开始自己的准备了
[01:01:34.920 - 01:01:40.040] 要准备好交谈的内容,明确课户的需求
[01:01:40.040 - 01:01:44.640] 说那把一望,有件打印出来,方便交流时刻步一同回顾
[01:01:44.880 - 01:01:49.960] 你要明确清楚这一次要客户和客户聊什么
[01:01:49.960 - 01:01:52.120] 你聊天的目的是什么?
[01:01:52.120 - 01:01:57.960] 你聊天的目的是聊出来之后,养后明确客户的需求
[01:01:57.960 - 01:02:00.640] 要顺便把客户的需求拉出来
[01:02:00.640 - 01:02:04.080] 这一次会上我们要把东西聊出来才行
[01:02:05.080 - 01:02:09.720] 顺便,这个时候把一一望的游戒打印出来
[01:02:09.720 - 01:02:13.520] 方便交流时刻刻一同回顾
[01:02:13.720 - 01:02:17.360] 把这个一望,有件交流打印出来和客户一起看
[01:02:17.360 - 01:02:20.680] 说明你这个人做事认真细之复则
[01:02:20.680 - 01:02:24.720] 你把有件每个人的有件拿出来,给大家一起看
[01:02:24.720 - 01:02:26.840] 让它会觉得有清晰感
[01:02:26.840 - 01:02:30.160] 它觉得它写的文字在那面前展现了
[01:02:30.160 - 01:02:35.520] 那么说明,你们是实施在在的有交流的,不是在浪费时间的
[01:02:35.520 - 01:02:41.680] 第五个,约定客户时最好,海上有的领导一起
[01:02:42.400 - 01:02:45.520] 让客户拥有一种被众事感
[01:02:46.040 - 01:02:47.560] 台南领导一起来
[01:02:47.560 - 01:02:52.160] 这个时候很多时候要跟你到大概大体讲,像你们交流的作者
[01:02:52.160 - 01:02:53.200] 交流的内容
[01:02:53.200 - 01:02:56.520] 然后可能很多时候领导复得帮你协助你
[01:02:56.520 - 01:02:57.800] 一学习谈判
[01:02:57.800 - 01:03:02.160] 不要害怕的一脑去批评你什么,或者是评论什么,不要害怕
[01:03:02.160 - 01:03:04.720] 很多时候领导是写
[01:03:04.720 - 01:03:07.280] 还看见我们去做一些事情
[01:03:07.280 - 01:03:10.360] 然后让它有一种参与感和写住感
[01:03:10.360 - 01:03:12.920] 它去帮你,它会感觉很舒服
[01:03:12.920 - 01:03:16.480] 第后面,就是如果非常重要的客户的话呢
[01:03:16.480 - 01:03:19.320] 遇越时候要在有件理说明
[01:03:19.320 - 01:03:21.120] 此次的会谈的目的
[01:03:21.120 - 01:03:22.640] 会谈的意识
[01:03:22.640 - 01:03:23.920] 具体时间
[01:03:23.920 - 01:03:26.800] 我方参加人员的名单等等
[01:03:26.800 - 01:03:29.560] 做这些的东西的原因是
[01:03:29.560 - 01:03:32.360] 方便客户准备
[01:03:32.360 - 01:03:35.680] 让客户有备鸳来,有备无话
[01:03:35.680 - 01:03:38.240] 而不是仅仅单单的去
[01:03:38.240 - 01:03:40.800] 同时让客户认识到
[01:03:40.800 - 01:03:43.120] 它是被真中的分钟的
[01:03:43.120 - 01:03:43.880] 所以
[01:03:43.880 - 01:03:47.960] 在冤键客户重点的前来客户是
[01:03:47.960 - 01:03:50.160] 我推荐这样的无法方式
[01:03:50.160 - 01:03:53.600] 给大家一个参考,无部一部一部的来
[01:03:59.560 - 01:04:04.680] 我和大家聊聊,我们如何提高参展
[01:04:04.680 - 01:04:08.960] 前几堂客,前两堂客,我大概聊了一下
[01:04:08.960 - 01:04:11.600] 如何之前参展的准备
[01:04:11.600 - 01:04:14.160] 这堂客真正开始
[01:04:14.160 - 01:04:17.800] 只是展会当中我们所需要的准备计较
[01:04:17.800 - 01:04:19.800] 和您常发挥的准备
[01:04:19.800 - 01:04:22.080] 显得非常重要
[01:04:22.080 - 01:04:27.720] 这堂客当中,参展几小当中我首先简单讲三块
[01:04:27.720 - 01:04:31.400] 三块第一块就是一些参展的注意事项
[01:04:31.400 - 01:04:33.480] 我们需要注意什么地方
[01:04:33.480 - 01:04:36.800] 第二个就是如何快速建立沟通
[01:04:36.800 - 01:04:40.920] 我们怎么样和我们的客户呢快速建立沟通
[01:04:40.920 - 01:04:45.000] 让他们觉得我们是一个非常好的砲程
[01:04:45.000 - 01:04:49.360] 第三个是如何我们引到我们的一起的交流
[01:04:49.360 - 01:04:51.400] 我们到我们的交流
[01:04:51.400 - 01:04:55.560] 开始发生的时候,我们可以如何去应当这样的交流
[01:04:55.560 - 01:05:00.880] 从一开始参展的注意事项当中,我们来看一下
[01:05:00.880 - 01:05:04.600] 参展的注意事项,我们可翻为第一个呢
[01:05:04.600 - 01:05:07.280] 就是展台不知的远观效果
[01:05:07.280 - 01:05:09.840] 这个呢是首先是外面看的
[01:05:09.840 - 01:05:12.920] 就是从外观第一时间就能看出来
[01:05:12.920 - 01:05:14.080] 为什么这么讲呢
[01:05:14.080 - 01:05:17.520] 因为展台不只还是非常重要的
[01:05:17.520 - 01:05:21.120] 怎么样让别人引目表染,怎么样不要别人清晰
[01:05:21.120 - 01:05:23.520] 这个是现在这格外的重要
[01:05:23.520 - 01:05:28.000] 我们看一下,第一个需要考虑的是人流秘度,与流向
[01:05:28.000 - 01:05:31.840] 你看人流秘度,你流向你这个代表的就是
[01:05:31.840 - 01:05:36.440] 你的灯光是不是造的那种人流秘度多的地方
[01:05:36.440 - 01:05:39.720] 人流不断从又到左的话
[01:05:39.720 - 01:05:44.120] 那么你要去思考,所有人的事情都是从又到左的
[01:05:44.120 - 01:05:47.200] 那么你的样度最应该大的实验右边
[01:05:47.200 - 01:05:50.520] 最显得应该是在左边,这样方面他看
[01:05:50.520 - 01:05:54.360] 所以你需要考虑人流秘度和流向
[01:05:54.360 - 01:05:59.620] 包括你的图片与显示,字面等等,这些都需要考
[01:05:59.620 - 01:06:02.800] 第二个呢就是要增强灯光造明
[01:06:02.800 - 01:06:06.760] 这个灯光增强把这个造明啊
[01:06:06.760 - 01:06:07.920] 要增强
[01:06:07.920 - 01:06:11.880] 增强之后呢,这个展片展品与图实验的展示呢
[01:06:11.880 - 01:06:15.600] 高度呢,是要符合人的生日高和视角的
[01:06:15.600 - 01:06:20.280] 因为为什么呢,你这个大家不可能说台车头去看一个产品
[01:06:20.280 - 01:06:23.480] 因为可能有可能都够不着,我看了不清楚
[01:06:23.480 - 01:06:28.920] 或者是一个图片,你谈着着看,可能和你平时感觉是完全不一样的
[01:06:28.920 - 01:06:29.640] 是不是
[01:06:29.640 - 01:06:34.600] 所以我们当我们的展品和图片应该放在那边水平的位置上面
[01:06:34.600 - 01:06:38.520] 和别人对着对着之后,然后之后呢
[01:06:38.520 - 01:06:45.680] 我们展示我们的自己的高度,让别人会觉得看我们东西是很舒服的
[01:06:46.560 - 01:06:51.240] 第三个呢,就是我建议大家宣传的内容啊,就所谓的Post
[01:06:51.480 - 01:06:55.800] 多半要与图片文为主,文字需要少量一些就够了
[01:06:55.800 - 01:06:57.000] 你为什么呢?
[01:06:57.000 - 01:07:04.280] 因为如果你放大量文字在上面,没有一个人会在你的Post上面,会经济的去丁着他看
[01:07:04.280 - 01:07:09.720] 他一到展位大部分时间都是你跟着他在一起,你跟着他去说话
[01:07:09.720 - 01:07:14.800] 你跟着他去聊天,那么这个时候他很少去越多这个Post
[01:07:14.800 - 01:07:20.800] 所以,多要图片文主,用图片去吸引别人,用图片去揚素产品的应用
